,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.47,0.78,0.45,0.8,0.51,0.57,0.66,0.51,0.54,0.55
gamestone.csv,0.77,0.86,0.62,0.92,0.65,0.8,0.61,0.88,0.9,0.83
gbif-providertoolkit.csv,0.8,0.75,0.83,0.67,0.92,0.8,0.75,0.96,0.89,0.5
heekscad.csv,0.44,0.55,0.39,0.41,0.39,0.71,0.81,0.47,0.37,0.52
igarden.csv,0.95,0.75,0.91,0.71,0.67,0.91,0.5,0.75,0.87,0.88
levent.csv,0.37,0.45,0.37,0.39,0.43,0.5,0.4,0.45,0.5,0.45
owlapi.csv,0.91,0.0,0.86,0.92,0.86,0.88,0.86,0.92,0.92,0.75
pnotepad.csv,0.43,0.47,0.35,0.31,0.34,0.4,0.34,0.48,0.33,0.4
quark.csv,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.67,0.85,0.0
xcsoar.csv,0.42,0.71,0.48,0.54,0.42,0.46,0.48,0.53,0.35,0.65
