,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.53,0.76,0.51,0.81,0.52,0.68,0.08,0.57,0.8,0.58
gamestone.csv,0.8,0.12,0.72,0.95,0.75,0.92,0.69,0.76,0.78,0.88
gbif-providertoolkit.csv,0.69,1.0,0.91,0.94,0.14,0.9,0.89,0.77,0.86,0.96
heekscad.csv,0.03,0.5,0.47,0.59,0.48,0.81,0.78,0.54,0.63,0.52
igarden.csv,0.79,1.03,0.84,0.0,0.86,0.85,1.0,1.0,0.8,0.83
levent.csv,0.37,0.4,0.49,0.58,0.48,0.04,0.69,0.57,0.62,0.59
owlapi.csv,0.87,1.0,0.89,0.78,0.58,0.88,0.9,0.04,0.71,0.92
pnotepad.csv,0.71,0.65,0.77,0.92,0.89,0.84,0.68,0.72,0.92,0.02
quark.csv,0.99,1.0,0.96,1.0,0.86,1.0,1.0,1.0,0.0,1.0
xcsoar.csv,0.48,0.9,0.04,0.66,0.43,0.61,0.61,0.57,0.54,0.66
