,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.81,1.0,0.76,0.64,0.76,0.7,0.69,0.6,0.72,0.72,0.05,0.75,0.76,0.67
awemud.csv,0.03,0.77,0.86,0.61,0.69,0.54,0.55,0.66,0.57,0.71,0.56,0.63,0.64,0.55
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.99,0.98,0.97,1.0,1.0,1.0,0.99,1.0,0.99,0.0,1.0
cornerstone.csv,0.67,0.93,1.02,0.72,0.67,0.65,0.68,0.75,0.06,0.6,0.68,0.57,0.75,0.65
firebreath.csv,0.62,0.95,0.9,0.85,0.71,0.7,0.07,0.73,0.93,0.9,0.82,0.74,0.7,0.74
lsb.csv,0.84,0.29,0.65,0.87,0.87,0.73,0.76,0.69,0.66,0.79,0.86,0.82,0.76,0.53
maya-work-in-progress.csv,0.61,0.89,0.62,0.67,0.69,0.65,0.64,0.0,0.88,0.82,0.56,0.79,0.25,0.59
mia.csv,0.79,0.98,1.0,0.79,0.71,0.79,1.0,0.88,0.7,0.06,0.87,0.79,1.02,0.82
open-beos.csv,0.6,0.9,0.95,0.58,0.62,0.08,0.71,0.6,0.81,0.49,0.72,0.56,0.89,0.41
qgis.csv,0.61,0.9,0.74,0.02,0.71,0.65,0.6,0.57,0.59,0.75,0.78,0.49,0.58,0.55
rocrail.csv,0.65,1.0,0.94,0.73,0.78,0.8,0.8,0.91,0.71,0.79,0.79,0.74,0.84,0.05
rtb-team.csv,0.61,0.87,0.07,0.62,0.64,0.7,0.74,0.63,0.63,0.7,0.72,0.65,0.76,0.38
tradelink.csv,0.66,0.84,1.0,0.57,0.81,0.76,0.86,0.87,0.93,0.9,0.9,0.0,0.94,0.75
upp-mirror.csv,0.79,0.49,1.0,0.7,0.02,0.71,0.78,0.81,0.88,0.48,0.79,0.7,0.9,0.58
