,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.46,0.0,0.27,0.52,0.28,0.38,0.42,0.47,0.57,0.39,0.95,0.42,0.43,0.55
awemud.csv,1.0,0.24,0.33,0.64,0.39,0.6,0.68,0.41,0.65,0.5,0.58,0.63,0.36,0.86
buddata-ebxml-registry.csv,0.99,1.0,0.93,0.96,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cornerstone.csv,0.38,0.84,0.0,0.39,0.55,0.38,0.35,0.25,0.94,0.56,0.39,0.58,0.25,0.45
firebreath.csv,0.68,0.67,0.13,0.67,0.73,0.41,0.93,0.28,0.82,0.11,0.32,0.79,0.34,0.91
lsb.csv,0.92,0.71,0.8,0.93,0.86,0.79,0.75,0.91,0.71,0.78,0.92,0.74,0.91,1.0
maya-work-in-progress.csv,0.78,0.31,0.47,0.76,0.88,0.74,0.68,1.0,0.9,0.67,0.79,0.68,0.75,0.95
mia.csv,0.23,0.84,0.0,0.31,0.34,0.29,0.0,0.12,0.33,0.94,0.16,0.26,0.31,0.27
open-beos.csv,0.45,0.11,0.07,0.46,0.62,0.92,0.35,0.41,0.63,0.61,0.37,0.74,0.27,0.68
qgis.csv,0.56,0.76,0.27,0.98,0.48,0.45,0.52,0.44,0.55,0.44,0.32,0.63,0.42,0.86
rocrail.csv,0.35,0.0,0.07,0.29,0.22,0.21,0.2,0.09,0.31,0.22,0.21,0.26,0.16,0.95
rtb-team.csv,0.45,0.13,0.93,0.4,0.42,0.32,0.28,0.38,0.47,0.5,0.29,0.37,0.24,0.77
tradelink.csv,0.37,0.33,0.0,0.45,0.2,0.25,0.15,0.16,0.08,0.11,0.11,1.0,0.09,0.27
upp-mirror.csv,0.23,0.51,0.0,0.31,0.98,0.31,0.23,0.22,0.12,0.56,0.26,0.32,0.1,0.45
