,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
chaperon.csv,1.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0
forester-atv.csv,0.0,0.0,2.0,53.0,0.0,0.0,3.0,0.0
gephex.csv,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
pokenetonline.csv,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
primefaces.csv,8.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0
rcp-company-uibindings.csv,3.0,0.0,22.0,3.0,0.0,0.0,1.0,0.0
yarp0.csv,0.0,5.0,51.0,0.0,0.0,2.0,2.0,0.0
