,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.69,0.9,0.25,0.75,0.65,0.54,0.15,0.38
chaperon.csv,0.08,0.12,1.0,0.5,0.1,0.18,0.08,0.15
forester-atv.csv,0.88,0.08,0.25,0.0,0.15,0.08,0.15,0.11
gephex.csv,0.54,0.55,0.25,0.38,0.82,0.97,0.05,0.33
pokenetonline.csv,0.77,0.28,0.0,0.5,0.98,0.13,0.05,0.38
primefaces.csv,0.31,1.0,0.75,1.0,0.83,0.97,1.0,0.39
rcp-company-uibindings.csv,1.0,0.87,1.0,1.0,0.93,0.94,0.95,1.0
yarp0.csv,0.19,0.47,0.0,0.88,0.28,0.44,0.18,0.27
