,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.67,0.11,0.79,0.73,0.87,0.61,0.85,0.65
chaperon.csv,0.95,0.92,0.0,0.53,0.94,0.83,0.93,0.86
forester-atv.csv,0.12,0.92,0.76,1.0,0.86,0.93,1.0,0.9
gephex.csv,0.59,0.72,0.78,0.82,0.74,0.06,0.95,0.67
pokenetonline.csv,0.51,0.73,1.06,0.57,0.02,0.88,0.95,0.65
primefaces.csv,0.93,1.0,0.81,0.92,0.93,0.98,0.0,0.62
rcp-company-uibindings.csv,1.0,0.76,0.98,0.97,0.8,1.0,0.93,0.1
yarp0.csv,0.81,0.75,1.08,0.12,0.8,0.7,0.86,0.75
