,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.6,0.91,0.29,0.59,0.45,0.55,0.18,0.42
chaperon.csv,0.1,0.14,1.0,0.54,0.12,0.21,0.1,0.18
forester-atv.csv,0.9,0.1,0.29,0.0,0.18,0.1,0.17,0.13
gephex.csv,0.55,0.52,0.29,0.4,0.59,0.97,0.06,0.38
pokenetonline.csv,0.71,0.32,0.0,0.53,0.98,0.16,0.06,0.42
primefaces.csv,0.32,0.0,0.52,0.3,0.29,0.09,1.0,0.44
rcp-company-uibindings.csv,0.0,0.58,0.09,0.13,0.54,0.0,0.27,0.98
yarp0.csv,0.23,0.47,0.0,0.9,0.32,0.46,0.21,0.31
