,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,194.5,99.0,198.0,7503.5,97.5,99.0,97.5,98.5,823.5,98.5,4600.0,99.0,580.5,92.5,99.0,97.5,187.0,95.5,98.5,388.0
galaxium.csv,193.5,99.0,198.0,4118.0,97.5,196.0,97.5,98.5,898.0,98.5,2771.5,99.0,190.0,95.5,99.0,97.5,383.0,98.5,98.5,95.5
itext.csv,194.5,198.0,198.0,4284.0,97.5,99.0,97.5,98.5,1023.0,98.5,6119.5,99.0,391.5,95.5,99.0,97.5,383.0,98.5,98.5,388.0
jahshakafx.csv,194.5,198.0,198.0,2162.0,91.5,196.0,94.5,98.5,888.0,98.5,4111.0,99.0,292.5,92.5,99.0,97.5,284.5,98.5,98.5,388.0
kolmafia.csv,587.5,198.0,198.0,8778.5,97.5,99.0,97.5,98.5,956.5,98.5,6815.5,99.0,665.0,193.0,99.0,97.5,383.0,98.5,98.5,388.0
mecat.csv,69.5,99.0,99.0,685.5,91.5,85.5,94.5,81.5,360.5,98.5,91.5,88.5,0.0,81.5,97.5,97.5,92.5,93.5,97.5,141.5
mp-rechnungs-und-kundenverwaltung.csv,194.5,99.0,198.0,1161.0,91.5,93.5,97.5,95.5,249.5,97.5,2106.0,192.0,168.0,92.5,99.0,97.5,1200.5,98.5,97.5,95.5
mptvseries.csv,92.5,297.0,198.0,3264.5,97.5,98.5,94.5,98.5,669.5,95.5,275.5,99.0,194.0,81.5,98.5,89.5,187.0,93.5,97.5,192.0
novembre.csv,95.5,99.0,538.0,4196.0,94.5,99.0,94.5,191.0,41.5,98.5,375.5,99.0,293.0,469.0,93.5,97.5,187.0,192.0,98.5,388.0
ns-3.csv,2248.5,99.0,96.5,1264.5,97.5,99.0,97.5,98.5,1093.5,97.5,4199.5,98.5,292.5,193.0,99.0,97.5,383.0,98.5,97.5,388.0
nullc.csv,3211.0,297.0,198.0,9981.5,97.5,99.0,97.5,98.5,931.0,98.5,557.0,99.0,293.0,90.5,99.0,97.5,285.5,98.5,98.5,193.0
pixel-commandos.csv,153.0,198.0,99.0,5039.0,74.5,97.5,94.5,186.0,297.0,92.5,2164.0,99.0,181.0,36.5,98.5,181.0,190.0,0.0,98.5,108.5
plee-the-bear.csv,194.5,99.0,99.0,764.5,94.5,294.5,97.5,98.5,954.0,98.5,4382.5,99.0,294.0,385.5,99.0,97.5,284.5,95.5,98.5,388.0
quantlib.csv,4400.5,297.0,198.0,0.0,0.0,99.0,0.0,0.0,1757.0,98.5,8981.0,193.0,175.5,190.0,99.0,0.0,0.0,98.5,0.0,93.5
reaper-ecad.csv,166.0,688.0,99.0,1822.0,97.5,98.5,89.5,98.5,45.5,85.5,91.5,0.0,80.5,0.0,85.5,97.5,59.5,93.5,72.5,0.0
sbml.csv,391.0,99.0,198.0,5665.0,97.5,99.0,97.5,98.5,568.0,97.5,6014.0,99.0,94.5,194.0,99.0,97.5,288.5,98.5,97.5,95.5
smartgwt.csv,194.5,99.0,198.0,520.5,94.5,99.0,97.5,289.5,1284.5,98.5,3526.5,99.0,391.5,385.5,98.5,97.5,688.5,93.5,98.5,478.5
unladen-swallow.csv,166.0,99.0,292.5,244.5,91.5,288.5,97.5,98.5,912.5,97.5,2105.5,96.5,94.5,92.5,99.0,97.5,878.5,98.5,454.5,95.5
vienna-add-in.csv,2536.5,297.0,197.0,5723.5,97.5,98.5,323.0,290.5,489.5,97.5,743.0,99.0,294.0,188.0,197.0,97.5,383.0,98.5,97.5,193.0
wow-qrsk.csv,166.0,198.0,198.0,4601.5,97.5,99.0,68.5,98.5,807.5,58.5,560.0,99.0,194.0,390.5,99.0,89.5,187.0,98.5,531.0,26.5
