,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.41,0.5,0.78,0.82,0.85,0.71,0.57,0.38,0.1,0.47,0.22,0.88,0.04,0.11,0.7,0.6
amygdala.csv,0.52,0.33,0.59,0.07,0.0,0.14,0.14,0.08,0.21,0.76,0.56,0.12,0.54,0.43,0.18,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.06,1.0
dspace-gsoc.csv,0.55,0.94,0.63,0.21,0.18,0.62,0.57,1.0,0.97,0.66,0.78,0.62,1.0,0.34,0.55,0.8
hydrate.csv,0.38,0.53,0.59,0.1,0.36,0.57,0.29,0.46,0.21,0.13,0.28,0.88,0.15,0.29,0.67,0.4
ivef-sdk.csv,0.82,0.68,0.52,1.0,0.24,0.76,0.93,0.0,0.79,0.05,0.22,0.0,0.53,0.11,0.03,0.8
jmri.csv,0.41,0.66,0.15,0.57,0.55,0.62,0.21,0.23,0.38,0.34,0.17,0.5,0.38,0.14,0.24,1.0
kdenlive.csv,0.7,0.47,0.37,0.19,0.24,0.67,0.64,0.77,0.51,0.58,0.86,0.88,0.61,0.49,0.85,1.0
motu.csv,0.54,0.64,0.67,0.45,0.09,0.67,0.64,0.69,0.95,0.42,0.22,0.25,0.81,0.4,0.33,0.8
plplot.csv,0.56,0.69,0.19,0.48,0.94,0.67,0.57,0.92,0.44,0.26,0.75,0.88,0.76,0.29,0.58,0.2
projectfactory.csv,0.35,0.63,0.63,0.06,0.58,0.62,0.29,0.92,0.59,0.58,0.33,0.88,0.39,0.54,0.88,0.8
runuomondains.csv,0.63,0.75,0.33,0.97,0.61,0.71,0.86,0.77,0.87,0.66,0.78,0.88,0.44,0.17,0.48,0.6
somap.csv,0.92,0.75,1.0,0.6,0.91,0.81,1.0,1.0,0.74,1.0,1.0,0.88,0.82,1.0,1.0,1.0
taverna.csv,0.35,0.1,0.67,0.07,0.7,0.33,0.5,0.23,0.33,0.5,0.06,0.12,0.33,0.91,0.21,0.0
tigermud.csv,0.32,0.69,0.48,0.0,0.03,0.05,0.0,0.77,0.1,0.03,0.28,0.38,0.44,0.77,0.88,0.0
wishmaster.csv,0.54,0.37,0.26,0.52,0.03,0.33,0.86,0.15,0.41,0.45,0.17,0.5,0.44,0.11,0.06,1.0
