,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.83,0.77,0.48,0.67,0.76,0.48,0.77,0.84,0.55,0.84,0.64,0.79,1.0,0.81,0.81
emulemorph.csv,0.12,0.1,0.0,0.5,0.1,0.02,0.23,0.04,0.0,0.18,0.12,0.01,0.0,0.0,0.09
fceugc.csv,0.6,0.41,0.0,0.67,0.71,0.16,0.15,0.22,0.27,0.44,0.44,0.31,1.0,0.5,0.43
gnukeda.csv,0.37,0.69,0.63,0.5,0.76,0.9,1.0,0.21,0.73,0.55,0.86,0.73,1.0,0.54,0.66
gusanos.csv,0.16,0.36,0.81,0.0,0.05,0.09,0.46,0.79,0.0,0.15,0.27,0.61,1.0,0.12,0.3
micomt.csv,0.59,0.9,0.78,0.83,0.95,0.49,0.85,0.93,0.73,0.95,0.8,0.87,1.0,0.81,0.87
modplug.csv,0.96,0.9,0.89,1.0,0.81,0.62,0.85,0.76,0.91,0.76,0.92,0.96,1.0,0.54,0.87
ogre.csv,0.47,0.59,0.63,0.33,0.71,0.95,0.54,0.37,0.73,0.49,0.58,0.78,0.0,0.62,0.72
openfrag.csv,0.95,0.62,0.63,0.83,0.57,0.17,0.46,0.6,0.36,0.64,0.76,0.72,1.0,0.54,0.66
oscarmcmaster.csv,0.86,0.56,0.56,0.67,0.67,0.16,0.62,0.72,0.36,0.55,0.64,0.69,1.0,0.65,0.51
pidgin.csv,0.74,0.49,0.63,0.5,0.14,0.3,0.46,0.37,0.27,0.33,0.39,0.4,0.67,0.35,0.57
repositorium.csv,0.01,0.36,0.07,0.33,0.43,0.67,0.0,0.48,0.82,0.36,0.64,0.3,1.0,0.46,0.36
unimrcp.csv,0.48,0.51,0.7,0.83,0.81,0.28,0.46,0.46,0.45,0.64,0.53,0.63,1.0,0.54,0.72
xapian.csv,0.87,0.95,0.7,1.0,0.81,0.7,0.54,0.75,0.55,0.84,0.89,0.96,1.0,0.62,0.85
xqilla.csv,0.15,0.23,0.07,0.67,0.38,0.34,0.23,0.03,0.36,0.4,0.2,0.24,1.0,0.35,0.32
