,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,1.0,1.0,13.0,13.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,55.0,1.0,4.0
emulemorph.csv,1.0,0.0,100.0,12.0,0.0,1.0,0.0,0.0,96.0,0.0,0.0,0.0,119.0,113.0,0.0
fceugc.csv,0.0,0.0,100.0,7.0,1.0,0.0,3.0,2.0,11.0,8.0,3.0,1.0,32.0,0.0,8.0
gnukeda.csv,0.0,0.0,15.0,29.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,38.0,0.0,11.0
gusanos.csv,0.0,1.0,4.0,109.0,0.0,0.0,0.0,2.0,96.0,0.0,2.0,0.0,35.0,0.0,7.0
micomt.csv,0.0,2.0,5.0,25.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,60.0,0.0,11.0
modplug.csv,1.0,2.0,10.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,37.0,1.0,6.0
ogre.csv,0.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,119.0,0.0,9.0
openfrag.csv,1.0,1.0,0.0,20.0,2.0,0.0,2.0,2.0,16.0,0.0,1.0,0.0,54.0,2.0,3.0
oscarmcmaster.csv,1.0,1.0,9.0,37.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,55.0,1.0,0.0
pidgin.csv,1.0,1.0,1.0,14.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,1.0
repositorium.csv,0.0,1.0,5.0,1.0,0.0,0.0,71.0,3.0,2.0,0.0,3.0,1.0,37.0,1.0,10.0
unimrcp.csv,0.0,3.0,1.0,8.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,41.0,6.0,5.0
xapian.csv,0.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,60.0,1.0,10.0
xqilla.csv,0.0,0.0,6.0,32.0,1.0,0.0,40.0,1.0,32.0,9.0,3.0,5.0,1.0,0.0,5.0
