,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.4,0.51,0.54,0.49,0.38,0.56,0.68,0.42,0.81,0.43,0.45,0.48,0.4,0.45,0.46
emulemorph.csv,0.95,0.8,0.0,0.61,0.5,0.86,0.67,0.67,0.0,0.9,0.92,0.0,0.0,0.0,0.83
fceugc.csv,0.38,0.48,0.0,0.4,0.48,0.86,0.83,0.74,0.53,0.47,0.62,0.63,0.37,0.73,0.69
gnukeda.csv,0.69,0.56,0.56,0.45,0.38,0.45,0.4,0.94,0.42,0.52,0.48,0.47,0.4,0.62,0.48
gusanos.csv,0.96,0.62,0.39,0.95,0.75,0.95,0.56,0.44,0.8,0.88,0.68,0.45,0.35,0.89,0.49
micomt.csv,0.48,0.44,0.48,0.42,0.44,0.5,0.89,0.41,0.47,0.38,0.5,0.44,0.39,0.43,0.41
modplug.csv,0.38,0.45,0.46,0.41,0.43,0.46,0.4,0.46,0.45,0.44,0.46,0.41,0.4,0.46,0.38
ogre.csv,0.57,0.65,0.53,0.56,0.45,0.45,0.61,0.58,0.44,0.61,0.55,0.45,0.74,0.54,0.42
openfrag.csv,0.37,0.44,0.49,0.44,0.56,0.8,0.74,0.48,0.46,0.42,0.51,0.44,0.39,0.61,0.48
oscarmcmaster.csv,0.4,0.59,0.52,0.48,0.5,0.97,0.94,0.4,0.88,0.52,0.55,0.51,0.38,0.58,0.63
pidgin.csv,0.35,0.52,0.47,0.67,0.88,0.54,0.46,0.65,0.57,0.67,0.7,0.48,0.52,0.75,0.46
repositorium.csv,0.5,0.79,0.88,0.96,0.55,0.53,0.91,0.62,0.62,0.68,0.53,0.74,0.38,0.55,0.75
unimrcp.csv,0.45,0.41,0.43,0.38,0.37,0.54,0.92,0.45,0.41,0.39,0.5,0.45,0.33,0.45,0.43
xapian.csv,0.4,0.45,0.48,0.4,0.39,0.49,0.91,0.46,0.55,0.4,0.47,0.42,0.39,0.69,0.42
xqilla.csv,0.97,0.79,0.91,0.51,0.48,0.63,0.44,0.8,0.43,0.49,0.96,0.63,0.9,0.55,0.6
