,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.54,0.52,0.79,0.55,0.41,0.5
ppcboot.csv,0.36,0.43,0.84,0.48,0.36,0.4
simplewebservices.csv,0.36,0.48,0.49,0.38,0.45,0.43
uwom.csv,0.68,0.59,0.96,0.49,0.45,0.59
wow-qrsk.csv,0.56,0.6,0.88,0.0,0.95,0.61
wxstudio.csv,0.63,0.52,0.61,0.43,0.67,0.49
