,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.82,0.35,0.19,0.44,0.23
aime.csv,0.62,0.8,0.34,0.11,1.0,0.22
badtrinitycore.csv,0.73,0.0,0.42,0.98,0.16,0.23
electric-core.csv,0.49,0.78,0.99,0.12,0.18,0.16
geochat.csv,0.67,0.8,0.37,0.09,0.19,0.96
olsrd.csv,0.6,1.0,0.21,0.13,0.2,0.29
