,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.46,0.45,0.28,0.6,0.6,0.64,0.56,0.84,0.0,0.52,0.51,0.63,0.52,0.7,0.68
bullet.csv,0.54,0.67,0.49,0.38,0.32,0.98,0.56,0.58,0.58,0.27,0.54,0.42,0.6,0.53,0.31,0.61
customwars.csv,0.18,0.23,0.15,0.13,0.15,0.15,0.2,0.31,0.55,0.0,1.0,0.31,0.12,0.27,0.1,0.42
dvd-create.csv,0.39,0.55,0.63,0.4,0.99,0.66,0.56,0.62,0.38,0.68,0.59,0.59,0.64,0.47,0.41,0.55
gbif-indexingtoolkit.csv,0.21,0.24,0.07,0.61,0.26,0.21,0.15,0.85,0.38,0.0,0.21,0.2,0.35,0.18,0.34,0.28
go.csv,0.56,0.99,0.51,0.44,0.62,0.61,0.63,0.45,0.54,0.57,0.45,0.5,0.61,0.45,0.72,0.6
growl-for-windows.csv,0.58,0.62,0.56,0.52,0.48,0.6,0.6,0.7,0.56,0.0,0.56,0.5,0.32,0.61,0.98,0.6
gss.csv,0.13,0.0,0.41,0.27,0.52,0.35,0.57,0.47,0.45,0.2,0.49,0.52,0.94,0.27,0.31,0.39
kwave.csv,0.23,0.35,1.0,0.36,0.18,0.01,0.23,0.31,0.2,0.36,0.39,0.2,0.16,0.15,0.17,0.15
libarchive.csv,0.6,0.64,0.29,0.61,0.39,0.66,0.67,0.55,0.79,0.0,0.54,0.54,0.7,0.4,0.63,0.97
linux-ntfs.csv,0.5,0.58,0.52,0.34,0.47,0.54,0.62,0.7,0.94,0.0,0.65,0.57,0.54,1.0,0.48,0.57
lsb.csv,0.67,0.56,0.53,0.98,0.65,0.61,0.61,0.55,0.85,0.0,0.27,0.0,0.74,0.65,0.35,0.74
mpgravity.csv,0.54,0.44,0.32,0.47,0.45,0.49,0.32,0.6,0.59,0.93,0.44,0.54,0.36,0.26,0.65,0.56
qcad2.csv,0.41,0.33,0.65,0.25,0.37,0.5,0.98,0.17,0.68,0.45,0.43,0.39,0.37,0.58,0.64,0.42
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.04,0.0
xinity.csv,0.39,0.01,0.22,0.0,0.04,0.44,0.57,0.11,0.37,0.0,0.28,0.98,0.42,0.27,0.2,0.05
