,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.44,0.39,0.41,0.76,0.35,0.43,0.48,0.41,0.52,0.0,0.33,0.3,0.42,0.33,0.51,0.46
bullet.csv,0.52,0.45,0.37,0.88,0.68,0.42,0.64,0.61,0.64,0.39,0.5,0.45,0.52,0.51,0.53,0.44
customwars.csv,0.93,0.94,0.8,0.89,0.91,0.94,0.9,0.64,0.99,0.0,0.94,0.6,0.75,0.86,0.67,0.78
dvd-create.csv,0.4,0.4,0.39,0.86,0.4,0.41,0.45,0.45,0.49,0.47,0.38,0.38,0.48,0.41,0.43,0.48
gbif-indexingtoolkit.csv,0.94,0.96,0.9,0.55,0.94,0.92,0.92,0.89,1.0,0.0,0.95,0.9,0.91,0.75,0.67,0.87
go.csv,0.37,0.44,0.44,0.77,0.43,0.36,0.46,0.39,0.49,0.45,0.33,0.3,0.39,0.39,0.53,0.45
growl-for-windows.csv,0.47,0.48,0.62,0.66,0.57,0.46,0.5,0.43,0.5,0.0,0.4,0.38,0.38,0.57,0.57,0.57
gss.csv,0.39,0.4,0.43,0.59,0.41,0.38,0.45,0.38,0.49,0.87,0.34,0.29,0.43,0.4,0.36,0.5
kwave.csv,0.84,0.73,0.94,0.88,0.91,0.0,0.94,0.88,0.83,0.61,0.62,0.88,0.86,0.83,0.83,0.88
libarchive.csv,0.48,0.46,0.58,0.61,0.54,0.37,0.51,0.41,0.49,0.0,0.34,0.31,0.48,0.46,0.6,0.55
linux-ntfs.csv,0.47,0.49,0.54,0.95,0.64,0.43,0.54,0.5,0.56,0.86,0.42,0.33,0.58,0.54,0.48,0.58
lsb.csv,0.38,0.4,0.41,0.58,0.4,0.41,0.46,0.38,0.5,0.0,0.33,0.29,0.38,0.34,0.48,0.46
mpgravity.csv,0.54,0.62,0.61,0.65,0.49,0.51,0.81,0.48,0.52,0.82,0.66,0.37,0.63,0.72,0.68,0.54
qcad2.csv,0.57,0.4,0.64,0.72,0.42,0.47,0.62,0.37,0.65,0.55,0.57,0.34,0.75,0.47,0.66,0.47
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.58,0.5,0.79,0.0,0.5,0.47,0.62,0.52,0.99,0.0,0.79,0.42,0.59,0.89,0.89,0.75
