,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.03,0.84,0.48,0.16,0.61,0.52,0.66,0.42,0.48,0.0,0.75,0.81,0.35,0.62,0.5,0.63
bullet.csv,0.5,0.47,0.77,0.12,0.22,0.0,0.49,0.24,0.62,0.93,0.41,0.54,0.2,0.66,0.39,0.72
customwars.csv,0.07,0.04,0.05,0.03,0.11,0.43,0.02,0.22,0.03,0.0,0.0,0.35,0.05,0.03,0.0,0.07
dvd-create.csv,0.87,0.78,0.73,0.49,0.0,0.57,0.78,0.44,0.89,0.51,0.64,0.54,0.3,0.83,0.72,0.76
gbif-indexingtoolkit.csv,0.1,0.16,0.16,0.03,0.06,0.05,0.07,0.0,0.1,0.0,0.17,0.12,0.1,0.0,0.39,0.28
go.csv,0.77,0.04,0.46,0.26,0.56,0.67,0.74,0.82,0.81,0.71,0.86,0.81,0.55,0.83,0.5,0.71
growl-for-windows.csv,0.53,0.31,0.45,0.73,0.5,0.48,0.74,0.56,0.8,0.02,0.75,0.73,0.9,0.41,0.0,0.5
gss.csv,0.97,1.0,0.88,0.93,0.78,0.9,0.77,0.42,0.86,0.32,0.8,0.77,0.0,0.93,0.89,0.88
kwave.csv,0.13,0.13,0.0,0.08,0.0,0.0,0.07,0.1,0.29,0.46,0.27,0.04,0.15,0.1,0.06,0.03
libarchive.csv,0.3,0.27,0.27,0.08,0.06,0.19,0.25,0.46,0.33,0.0,0.77,0.69,0.15,0.48,0.39,0.0
linux-ntfs.csv,0.33,0.53,0.36,0.05,0.11,0.48,0.36,0.4,0.24,0.17,0.36,0.65,0.2,0.0,0.28,0.15
lsb.csv,0.67,0.73,0.57,0.01,0.22,0.62,0.7,0.76,0.46,0.0,0.93,1.0,0.6,0.55,0.89,0.4
mpgravity.csv,0.27,0.4,0.64,0.58,0.56,0.67,0.39,0.52,0.73,0.0,0.36,0.65,0.45,0.41,0.28,0.57
qcad2.csv,0.27,0.91,0.21,0.86,0.89,0.24,0.0,0.96,0.26,0.37,0.44,0.88,0.3,0.59,0.44,0.87
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.2,0.02,0.29,0.0,0.0,0.52,0.45,0.44,0.21,0.0,0.32,0.0,0.5,0.1,0.17,0.03
