,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.5,0.38,0.47,0.53,0.56
chrysalis.csv,0.48,0.4,0.47,0.45,0.43
mobicents.csv,0.6,0.46,0.68,0.54,0.51
snakeyaml.csv,0.75,0.45,0.58,0.67,0.56
xamj.csv,0.46,0.54,0.47,0.61,0.51
