,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.0,4.0,4.0,0.0,40.0,1.0,1.0,0.0,3.0,39.0
chrysalis.csv,2.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,3.0,3.0
jahshaka.csv,4.0,0.0,2.0,0.0,21.0,0.0,9.0,0.0,3.0,12.0
jam-daq.csv,0.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0
jatlas.csv,0.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0
jedit.csv,1.0,1.0,1.0,0.0,41.0,0.0,1.0,0.0,3.0,41.0
mscore.csv,2.0,2.0,1.0,0.0,25.0,2.0,1.0,0.0,3.0,38.0
open-media-library.csv,1.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,13.0
panda3d.csv,0.0,3.0,0.0,0.0,16.0,2.0,1.0,3.0,3.0,21.0
wheat.csv,3.0,16.0,4.0,0.0,21.0,2.0,1.0,0.0,3.0,12.0
