,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.51,0.55,0.43,0.32,0.68
minig.csv,0.09,0.51,0.74,0.0,0.09
ossbuild.csv,0.25,0.62,0.49,0.78,0.35
rezilla.csv,0.81,0.59,0.4,0.34,0.28
webdriver.csv,0.3,0.73,0.52,0.07,0.47
