,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.58,0.67,0.65,0.92,0.43
minig.csv,0.97,0.81,0.38,1.0,0.93
ossbuild.csv,0.81,0.49,0.64,0.31,0.72
rezilla.csv,0.34,0.58,0.66,0.82,0.76
webdriver.csv,0.77,0.37,0.75,0.94,0.64
