,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.31,0.4,0.82,0.19,0.28,0.15,0.62,0.49,0.5,0.22,0.87,0.74,0.52,0.45,0.68,0.62
customsagetv.csv,0.56,0.7,1.0,0.38,0.3,0.09,0.64,0.64,0.42,0.39,0.9,0.9,0.73,0.25,0.64,0.92
fluidium.csv,0.67,0.67,0.0,0.17,0.0,0.17,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.48,0.5,0.54
guineu.csv,0.54,0.42,0.0,0.25,0.3,0.09,0.89,0.43,0.08,0.16,0.94,0.65,0.54,0.43,0.62,0.9
inkscape.csv,0.31,0.45,1.0,0.2,0.23,0.2,0.78,0.4,0.17,0.32,0.82,0.73,0.45,0.43,0.61,0.5
mpqc.csv,0.21,0.18,0.67,0.0,0.12,0.3,0.5,0.36,0.08,0.18,0.92,0.67,0.27,0.36,0.6,0.4
nsis.csv,0.29,0.33,0.86,0.11,0.13,0.22,0.51,0.3,0.19,0.24,1.0,0.83,0.53,0.26,0.63,0.73
octave.csv,0.3,0.45,1.0,0.14,0.35,0.16,0.75,0.43,0.05,0.24,0.86,0.79,0.45,0.42,0.72,0.36
owfs.csv,0.27,0.4,0.82,0.27,0.2,0.1,0.67,0.44,0.32,0.25,0.9,0.76,0.66,0.41,0.63,0.55
owlib.csv,0.33,0.61,1.0,0.21,0.24,0.07,0.62,0.57,0.35,0.33,0.93,0.78,0.67,0.48,0.85,0.55
pamguard.csv,0.26,0.49,0.95,0.32,0.27,0.18,0.62,0.47,0.33,0.32,0.93,1.0,0.52,0.0,0.77,0.14
prelude.csv,0.31,0.41,0.97,0.2,0.18,0.13,0.61,0.46,0.2,0.28,0.89,0.82,0.51,0.5,0.64,0.58
robocode.csv,0.4,0.49,1.0,0.29,0.22,0.13,0.69,0.69,0.22,0.36,0.92,0.85,0.51,0.46,0.67,0.57
uwom-server.csv,0.41,0.35,0.0,0.2,0.26,0.14,0.75,0.52,0.27,0.36,0.93,0.87,0.43,0.44,0.57,0.75
zengine.csv,0.31,0.4,0.91,0.19,0.19,0.16,0.57,0.44,0.17,0.26,0.92,0.97,0.51,0.36,0.64,0.56
zildo.csv,0.43,0.44,0.96,0.17,0.27,0.12,0.63,0.73,0.33,0.29,0.86,0.91,0.75,0.43,0.65,0.79
