,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.39,0.98,0.76,0.9,0.96,0.83,0.48,0.55,0.96,0.68,0.64,0.72
blue-c.csv,0.42,0.5,0.51,0.62,0.49,0.53,0.6,0.45,0.52,0.51,0.4,0.49
cities3d.csv,0.35,0.56,0.97,0.43,0.9,0.67,0.6,0.53,0.55,0.5,0.53,0.5
dynalloy.csv,0.4,0.65,0.66,0.68,0.56,0.67,0.35,0.8,0.54,0.51,0.4,0.62
firebird.csv,0.5,0.55,0.43,0.88,0.59,0.49,0.42,0.53,0.59,0.58,0.32,0.48
hydrogen.csv,0.37,0.39,0.39,0.43,0.43,0.56,0.31,0.42,0.52,0.0,0.0,0.43
nosleepsoftware.csv,0.92,0.67,0.97,0.62,0.92,0.5,0.99,0.67,0.0,0.86,0.75,0.92
openmalaria.csv,0.33,0.4,0.35,0.33,0.56,0.42,0.48,0.34,0.49,0.42,0.31,0.42
popeye-chess.csv,0.35,0.64,0.48,0.52,0.45,0.47,0.98,0.39,0.53,0.52,0.35,0.52
qgo.csv,0.41,0.35,0.34,0.36,0.44,0.53,0.31,0.4,0.44,0.4,0.29,0.39
xmoto.csv,0.75,0.44,0.5,0.41,0.47,0.54,0.6,0.39,0.49,0.53,0.67,0.47
yield.csv,0.36,0.44,0.36,0.4,0.49,0.5,0.34,0.39,0.54,0.43,0.29,0.41
