,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.13,0.09,0.23,0.25,0.07,0.24,0.05,0.21,0.08,0.26,0.83,0.15,0.0,0.07,0.31,0.27,0.27,0.08,0.17,0.16
badtrinity-zero.csv,0.15,0.44,0.85,0.96,0.5,0.48,0.45,0.59,0.79,0.72,0.75,0.52,0.73,0.4,0.56,0.53,0.77,0.46,0.17,0.75
boost.csv,0.55,0.47,0.69,0.62,0.57,0.43,0.55,0.69,0.56,0.64,0.33,0.95,0.73,0.54,0.83,0.56,0.5,0.47,0.33,0.53
critterding.csv,0.19,0.91,0.38,0.38,0.38,0.33,0.15,0.4,0.63,0.13,0.33,0.23,0.36,0.34,0.69,0.42,0.57,0.19,0.33,0.42
enzo.csv,0.71,0.53,0.92,0.87,0.64,0.67,0.95,0.7,0.6,0.72,0.67,0.7,0.64,0.76,0.72,0.78,0.73,0.98,1.0,0.75
etics.csv,0.24,0.71,0.85,0.7,0.5,0.64,0.7,0.39,0.76,0.64,0.5,0.12,0.55,0.54,0.78,0.44,0.6,0.73,0.67,0.74
fmri-dmt.csv,0.04,0.0,0.0,0.08,0.07,0.1,0.0,0.13,0.15,0.0,0.0,0.07,0.18,0.03,0.14,0.09,0.0,0.17,1.0,0.02
genecys.csv,0.87,0.94,1.0,0.84,0.92,0.98,0.7,0.96,0.98,0.87,1.0,0.99,1.0,0.99,0.89,0.84,1.0,0.91,1.0,0.86
gusanos.csv,0.36,0.74,0.38,0.47,0.64,0.93,0.5,0.59,0.56,0.74,0.92,0.44,0.55,1.0,0.5,0.6,0.83,0.21,0.5,0.58
kftpgrabber.csv,0.26,0.62,0.38,0.27,0.27,0.62,0.3,0.24,0.39,0.43,0.25,0.72,0.27,0.63,0.42,0.35,0.93,0.2,0.17,0.35
kvs.csv,0.43,0.44,0.69,0.47,0.17,0.52,1.0,0.33,0.29,0.53,0.33,0.27,0.45,0.49,0.58,0.55,0.47,0.54,0.17,0.28
mcore3d.csv,0.28,0.56,0.62,0.54,0.98,0.62,0.6,0.41,0.58,0.4,0.67,0.65,0.45,0.51,0.56,0.38,0.8,0.23,0.67,0.49
modplug.csv,0.71,0.74,0.92,0.77,0.83,0.74,0.75,0.77,0.77,0.98,0.83,0.57,1.0,0.75,0.72,0.98,0.93,0.69,0.83,0.84
monetdb.csv,0.38,0.59,0.46,0.38,0.38,0.31,0.1,0.24,0.37,0.96,0.42,0.33,0.18,0.57,0.5,0.44,0.6,0.14,0.17,0.32
ogrehg.csv,0.43,0.53,0.46,0.73,0.55,0.74,0.65,0.93,0.48,0.55,0.67,0.49,0.55,0.43,0.75,0.56,0.5,0.58,0.33,0.53
passwordsafe.csv,0.48,0.71,0.92,0.58,0.68,0.76,0.45,0.72,0.76,0.64,0.75,0.53,0.64,0.69,0.81,0.71,0.77,0.41,0.67,0.95
projecteqemu.csv,0.39,0.32,0.31,0.35,0.44,0.52,0.05,0.41,0.39,0.32,0.17,0.25,0.36,0.33,0.94,0.29,0.57,0.25,0.17,0.35
quarkplayer.csv,0.37,0.35,0.38,0.42,0.17,0.21,0.85,0.27,0.02,0.3,0.17,0.34,0.82,0.39,0.44,0.47,0.13,0.5,0.5,0.32
reactos-mirror.csv,0.9,0.68,0.85,0.71,0.68,0.76,0.7,0.76,0.79,0.64,0.58,0.8,0.91,0.73,0.81,0.67,0.77,0.33,0.83,0.56
xbplayer.csv,0.2,0.29,0.08,0.15,0.2,0.86,0.15,0.17,0.19,0.19,0.25,0.27,0.27,0.21,0.33,0.24,0.33,0.06,0.5,0.18
