,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.1,0.0,0.07,0.02,0.02,0.15,0.01,0.06,0.11,0.06,0.0,0.07,0.14,0.0,0.07,0.04,0.03,0.04,0.06,0.04
badtrinity-zero.csv,0.1,0.24,0.48,0.05,0.37,0.35,0.43,0.29,0.44,0.65,0.71,0.69,0.49,0.24,0.44,0.54,0.56,0.68,0.55,0.46
boost.csv,0.44,0.68,0.52,0.48,0.6,0.64,0.43,0.62,0.33,0.29,0.5,0.01,0.56,0.59,0.8,0.58,0.5,0.76,0.4,0.25
critterding.csv,0.25,0.0,0.38,0.44,0.26,0.27,0.13,0.31,0.22,0.17,0.52,0.36,0.26,0.38,0.38,0.33,0.32,0.12,0.29,0.45
enzo.csv,0.65,0.54,0.55,0.72,0.49,0.49,0.61,0.59,0.56,0.77,0.61,0.59,0.63,0.59,0.62,0.83,0.5,0.12,0.89,0.67
etics.csv,0.42,0.51,0.0,0.38,0.49,0.55,0.58,0.25,0.78,0.52,0.48,0.16,0.27,0.45,0.56,0.71,0.34,0.28,0.48,0.33
fmri-dmt.csv,0.03,0.0,0.07,0.04,0.09,0.09,0.16,0.22,0.11,0.03,0.03,0.12,0.03,0.0,0.02,0.08,0.03,0.32,0.0,0.04
genecys.csv,0.7,0.95,0.98,0.67,0.89,0.92,0.75,0.98,0.0,0.75,0.94,0.95,1.0,1.0,0.78,0.83,1.0,0.88,0.92,0.81
gusanos.csv,0.27,0.83,0.29,0.41,0.56,0.71,0.64,0.61,0.44,0.58,0.52,0.46,0.58,0.0,0.42,0.71,0.6,0.0,0.29,0.55
kftpgrabber.csv,0.15,0.49,0.17,0.17,0.19,0.68,0.07,0.11,0.33,0.17,0.1,0.33,0.27,0.52,0.22,0.04,0.02,0.0,0.32,0.1
kvs.csv,0.39,0.49,0.21,0.48,0.16,0.49,0.0,0.25,0.22,0.29,0.38,0.25,0.35,0.34,0.47,0.54,0.31,0.04,0.35,0.23
mcore3d.csv,0.21,0.59,0.4,0.52,0.0,0.35,0.66,0.3,0.56,0.4,0.52,0.49,0.41,0.45,0.38,0.42,0.47,0.0,0.6,0.41
modplug.csv,0.59,0.59,0.93,0.7,0.77,0.46,0.57,0.54,0.56,0.91,0.78,0.4,0.65,0.45,0.56,0.0,0.71,0.56,0.79,0.67
monetdb.csv,0.44,0.56,0.19,0.17,0.47,0.33,0.09,0.14,0.11,0.02,0.27,0.35,0.32,0.76,0.24,0.21,0.34,0.28,0.23,0.2
ogrehg.csv,0.29,0.63,0.14,0.52,0.35,0.58,0.39,0.03,0.67,0.62,0.65,0.24,0.39,0.31,0.64,0.5,0.34,0.64,0.19,0.69
passwordsafe.csv,0.24,0.46,0.9,0.29,0.47,0.44,0.26,0.4,0.44,0.32,0.53,0.42,0.51,0.45,0.44,0.17,0.42,0.24,0.69,0.04
projecteqemu.csv,0.18,0.15,0.05,0.15,0.16,0.34,0.04,0.16,0.22,0.22,0.2,0.08,0.25,0.21,0.02,0.04,0.21,0.28,0.24,0.11
quarkplayer.csv,0.49,0.44,0.38,0.56,0.21,0.46,0.54,0.45,0.22,0.51,0.57,0.48,0.0,0.69,0.4,0.88,0.26,0.56,0.45,0.42
reactos-mirror.csv,0.04,0.71,0.79,0.66,0.65,0.71,0.49,0.74,0.56,0.29,0.48,0.73,0.82,0.72,0.69,0.42,0.74,0.44,0.69,0.43
xbplayer.csv,0.14,0.17,0.02,0.09,0.07,0.0,0.21,0.05,0.11,0.05,0.06,0.19,0.15,0.0,0.11,0.04,0.16,0.04,0.06,0.09
