,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.88,0.91,0.77,0.75,0.93,0.78,0.95,0.79,0.93,0.75,0.17,0.86,1.01,0.93,0.7,0.73,0.73,0.92,0.84,0.84
badtrinity-zero.csv,0.85,0.61,0.5,0.06,0.62,0.63,0.7,0.51,0.49,0.7,0.75,0.83,0.56,0.64,0.63,0.72,0.61,0.87,1.0,0.52
boost.csv,0.63,0.86,0.61,0.61,0.74,0.86,0.63,0.69,0.55,0.47,0.83,0.05,0.63,0.75,0.82,0.73,0.71,0.93,0.78,0.53
critterding.csv,0.84,0.09,0.72,0.76,0.67,0.72,0.86,0.68,0.43,0.89,0.85,0.85,0.69,0.76,0.49,0.67,0.54,0.82,0.73,0.73
enzo.csv,0.71,0.71,0.55,0.73,0.61,0.6,0.61,0.66,0.69,0.82,0.7,0.66,0.73,0.63,0.68,0.86,0.57,0.12,0.89,0.71
etics.csv,0.87,0.59,0.15,0.48,0.7,0.66,0.65,0.66,0.81,0.63,0.69,0.89,0.53,0.64,0.6,0.91,0.52,0.39,0.59,0.42
fmri-dmt.csv,0.96,1.0,1.0,0.92,0.94,0.91,1.01,0.89,0.86,1.0,1.0,0.93,0.82,0.97,0.86,0.91,1.0,0.89,0.0,0.98
genecys.csv,0.71,0.95,0.98,0.69,0.9,0.92,0.81,0.98,0.02,0.76,0.94,0.95,1.0,1.0,0.79,0.85,1.0,0.88,0.92,0.83
gusanos.csv,0.69,0.87,0.68,0.67,0.67,0.72,0.82,0.73,0.62,0.63,0.52,0.72,0.74,0.0,0.65,0.81,0.62,0.79,0.58,0.69
kftpgrabber.csv,0.76,0.62,0.64,0.75,0.75,0.78,0.7,0.76,0.7,0.6,0.76,0.43,0.78,0.64,0.62,0.66,0.07,0.8,0.89,0.66
kvs.csv,0.69,0.74,0.37,0.71,0.85,0.69,0.0,0.72,0.74,0.55,0.77,0.77,0.65,0.61,0.63,0.71,0.62,0.46,0.91,0.75
mcore3d.csv,0.75,0.73,0.56,0.69,0.02,0.52,0.77,0.67,0.7,0.72,0.62,0.6,0.68,0.67,0.58,0.75,0.51,0.77,0.68,0.65
modplug.csv,0.66,0.64,0.93,0.73,0.79,0.53,0.62,0.58,0.6,0.91,0.8,0.59,0.65,0.52,0.62,0.02,0.71,0.64,0.81,0.69
monetdb.csv,0.76,0.7,0.57,0.64,0.78,0.77,0.9,0.77,0.64,0.05,0.64,0.76,0.88,0.87,0.56,0.6,0.52,0.91,0.86,0.71
ogrehg.csv,0.64,0.79,0.56,0.59,0.57,0.64,0.53,0.08,0.84,0.76,0.73,0.56,0.6,0.65,0.69,0.66,0.6,0.77,0.69,0.83
passwordsafe.csv,0.57,0.55,0.91,0.51,0.57,0.5,0.61,0.49,0.51,0.49,0.59,0.63,0.63,0.55,0.49,0.34,0.48,0.64,0.77,0.07
projecteqemu.csv,0.64,0.69,0.69,0.66,0.58,0.59,0.95,0.61,0.65,0.72,0.86,0.76,0.68,0.7,0.06,0.71,0.48,0.81,0.87,0.66
quarkplayer.csv,0.8,0.78,0.72,0.81,0.86,0.91,0.56,0.85,1.01,0.86,1.01,0.82,0.18,0.92,0.68,1.02,0.9,0.75,0.67,0.8
reactos-mirror.csv,0.11,0.78,0.8,0.72,0.72,0.75,0.57,0.78,0.59,0.47,0.64,0.75,0.82,0.77,0.72,0.53,0.78,0.8,0.71,0.62
xbplayer.csv,0.81,0.73,0.92,0.85,0.8,0.14,0.88,0.83,0.81,0.81,0.75,0.76,0.74,0.79,0.68,0.76,0.69,0.94,0.5,0.83
