,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.16,0.11,0.27,0.29,0.09,0.28,0.06,0.25,0.1,0.3,0.86,0.18,0.0,0.09,0.36,0.32,0.32,0.1,0.2,0.19
badtrinity-zero.csv,0.18,0.48,0.75,0.96,0.52,0.51,0.47,0.61,0.73,0.59,0.57,0.46,0.67,0.44,0.56,0.51,0.67,0.42,0.19,0.7
boost.csv,0.55,0.43,0.63,0.6,0.53,0.41,0.55,0.59,0.58,0.65,0.35,0.96,0.64,0.51,0.51,0.52,0.5,0.39,0.36,0.56
critterding.csv,0.22,0.93,0.41,0.41,0.42,0.37,0.18,0.44,0.66,0.16,0.35,0.26,0.4,0.37,0.67,0.45,0.59,0.23,0.37,0.44
enzo.csv,0.59,0.51,0.76,0.61,0.61,0.63,0.74,0.61,0.56,0.5,0.59,0.61,0.56,0.65,0.61,0.45,0.67,0.96,0.38,0.6
etics.csv,0.27,0.65,0.88,0.68,0.5,0.59,0.62,0.43,0.51,0.6,0.5,0.14,0.58,0.54,0.68,0.4,0.61,0.73,0.63,0.72
fmri-dmt.csv,0.05,0.0,0.0,0.1,0.09,0.12,0.0,0.16,0.18,0.0,0.0,0.09,0.22,0.04,0.17,0.11,0.0,0.2,1.0,0.02
genecys.csv,0.63,0.21,0.09,0.64,0.37,0.3,0.51,0.09,0.98,0.58,0.24,0.21,0.0,0.0,0.55,0.47,0.0,0.39,0.3,0.5
gusanos.csv,0.4,0.44,0.42,0.49,0.59,0.65,0.46,0.54,0.56,0.64,0.78,0.46,0.52,1.0,0.51,0.49,0.68,0.25,0.53,0.55
kftpgrabber.csv,0.3,0.59,0.43,0.31,0.31,0.52,0.35,0.28,0.43,0.48,0.29,0.71,0.31,0.59,0.46,0.4,0.94,0.24,0.2,0.4
kvs.csv,0.46,0.45,0.71,0.48,0.2,0.52,1.0,0.37,0.33,0.56,0.36,0.31,0.48,0.52,0.57,0.53,0.5,0.59,0.2,0.32
mcore3d.csv,0.32,0.52,0.62,0.53,0.98,0.63,0.52,0.45,0.55,0.43,0.62,0.62,0.47,0.52,0.57,0.41,0.73,0.27,0.59,0.51
modplug.csv,0.62,0.64,0.27,0.59,0.55,0.69,0.65,0.68,0.67,0.33,0.53,0.58,0.73,0.7,0.64,0.98,0.65,0.62,0.52,0.64
monetdb.csv,0.41,0.55,0.5,0.43,0.4,0.35,0.12,0.28,0.42,0.96,0.46,0.37,0.21,0.45,0.54,0.48,0.61,0.17,0.2,0.36
ogrehg.csv,0.47,0.49,0.51,0.66,0.57,0.64,0.64,0.94,0.44,0.5,0.57,0.53,0.56,0.47,0.62,0.55,0.53,0.52,0.37,0.46
passwordsafe.csv,0.52,0.67,0.35,0.6,0.64,0.71,0.49,0.69,0.71,0.65,0.67,0.54,0.6,0.66,0.74,0.73,0.72,0.45,0.54,0.95
projecteqemu.csv,0.44,0.37,0.36,0.4,0.49,0.54,0.06,0.46,0.43,0.36,0.2,0.29,0.4,0.37,0.95,0.34,0.6,0.29,0.2,0.4
quarkplayer.csv,0.39,0.38,0.41,0.42,0.2,0.24,0.73,0.3,0.02,0.33,0.19,0.37,0.85,0.37,0.46,0.3,0.16,0.49,0.51,0.35
reactos-mirror.csv,0.91,0.54,0.53,0.58,0.57,0.57,0.65,0.55,0.68,0.65,0.57,0.57,0.5,0.55,0.61,0.65,0.55,0.36,0.62,0.56
xbplayer.csv,0.24,0.33,0.1,0.18,0.24,0.88,0.18,0.2,0.23,0.23,0.29,0.31,0.31,0.25,0.38,0.28,0.38,0.07,0.55,0.21
