,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.2,0.23,0.19,0.58,0.22,0.81,1.0,0.14,0.47,0.16,0.14,0.13,0.2,0.46,0.07
continuum-ide.csv,0.24,0.09,0.15,0.0,0.05,0.0,0.11,0.99,0.2,0.16,0.55,0.17,0.18,0.07,0.14
fleet-simulator.csv,0.75,0.69,0.51,0.19,0.38,0.0,0.38,0.42,0.34,0.0,0.0,0.0,1.0,0.64,0.0
hydrate.csv,0.04,0.16,0.13,0.0,0.0,0.08,0.0,0.6,0.07,0.19,0.8,0.15,0.05,0.07,1.0
ivef-sdk.csv,0.66,0.62,0.51,0.73,0.63,1.0,0.48,0.0,0.54,0.53,0.0,0.39,0.09,0.2,0.04
jmri.csv,0.65,0.57,0.97,0.47,0.34,0.19,0.42,0.48,0.35,0.27,0.53,0.25,0.25,0.5,0.48
kdenlive.csv,0.99,0.6,0.65,0.35,0.56,0.11,0.65,0.62,0.49,0.39,0.68,0.4,0.94,0.51,0.67
mia.csv,0.13,0.16,0.38,0.0,0.36,0.18,0.21,0.28,0.95,0.21,0.0,0.29,0.0,0.2,0.31
ontopia.csv,0.58,0.67,0.53,0.72,0.49,0.04,0.6,0.53,0.49,0.97,0.29,0.0,0.61,0.49,0.37
opentibia.csv,0.35,1.0,0.5,0.0,0.44,0.89,0.71,0.29,0.27,0.67,0.45,0.43,0.37,0.2,0.37
runuomondains.csv,0.07,0.19,0.09,0.24,0.0,0.04,0.04,0.0,0.07,0.16,0.9,0.01,0.07,0.17,0.21
somap.csv,0.3,0.0,0.27,0.0,0.17,0.0,0.0,0.21,0.24,0.0,0.0,1.0,0.0,0.65,0.0
taverna.csv,0.25,0.07,0.12,0.48,0.88,0.01,0.15,0.21,0.0,0.11,0.14,0.22,0.24,0.3,0.04
tigermud.csv,0.34,0.58,0.53,0.2,0.63,0.92,0.67,0.43,0.38,0.59,0.34,0.49,0.37,0.97,0.48
x-ray-mule.csv,0.34,0.23,0.36,1.0,0.13,0.09,0.14,0.0,0.13,0.26,0.0,0.27,0.05,0.13,0.04
