,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.62,0.5,0.2,0.05,0.25,0.07,0.0,0.46,0.37,0.14,0.31,0.17,0.0,0.33,0.05
continuum-ide.csv,0.13,0.0,0.07,0.05,0.08,0.2,0.2,0.03,0.04,0.14,0.12,0.0,0.0,0.05,0.16
fleet-simulator.csv,0.51,0.58,0.81,0.95,0.89,1.0,0.89,0.87,0.9,1.0,1.0,1.0,0.0,0.67,1.0
hydrate.csv,0.0,0.0,0.1,0.0,0.09,0.67,0.03,0.36,0.04,0.29,0.41,0.0,0.0,0.05,0.0
ivef-sdk.csv,0.56,0.25,0.57,0.65,0.66,0.0,0.63,0.18,0.63,0.29,0.02,0.83,0.88,0.43,0.0
jmri.csv,0.36,0.42,0.01,0.2,0.36,0.37,0.37,0.46,0.52,0.43,0.34,0.17,0.38,0.67,0.32
kdenlive.csv,0.03,0.42,0.62,0.8,0.43,0.97,0.71,0.72,0.8,0.86,0.64,0.83,0.0,0.48,0.63
mia.csv,0.05,0.08,0.19,0.1,0.47,0.0,0.37,0.08,0.0,0.43,0.05,0.0,1.0,0.33,0.32
ontopia.csv,0.59,0.17,0.74,0.6,0.68,0.07,0.29,0.62,0.76,0.14,0.29,1.0,0.12,0.57,0.21
opentibia.csv,0.9,0.0,0.6,1.0,0.77,0.37,0.6,0.92,0.93,0.64,0.83,0.83,0.88,0.95,0.89
runuomondains.csv,0.05,0.42,0.02,0.15,0.06,0.1,0.03,0.0,0.01,0.14,0.0,0.0,0.88,0.1,0.21
somap.csv,0.92,1.0,0.93,1.0,0.96,1.0,1.0,0.95,0.94,1.0,1.0,0.0,1.0,0.67,1.0
taverna.csv,0.15,0.0,0.14,0.15,0.0,0.0,0.09,0.1,0.19,0.14,0.17,0.33,0.0,0.33,0.0
tigermud.csv,0.9,0.67,0.76,0.95,0.66,0.17,0.69,0.85,0.85,0.64,0.9,0.83,0.88,0.14,0.79
x-ray-mule.csv,0.33,0.0,0.29,0.0,0.3,0.0,0.34,0.05,0.22,0.07,0.05,0.67,0.0,0.1,0.05
