,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.35,0.74,0.41,0.94,0.28,0.96,1.0,0.1,0.11,0.83,0.05,0.89,1.0,0.68,0.67
continuum-ide.csv,0.74,1.0,0.59,0.0,0.2,0.0,0.3,0.94,0.27,0.83,0.36,1.0,1.0,0.67,0.57
fleet-simulator.csv,0.76,0.91,0.49,0.52,0.36,0.59,0.52,0.32,0.09,0.84,0.12,0.91,1.0,0.67,0.63
hydrate.csv,1.0,1.0,0.5,0.0,0.0,0.2,0.0,0.42,0.12,0.75,0.23,1.0,1.0,0.67,1.0
ivef-sdk.csv,0.71,0.94,0.45,0.7,0.39,1.0,0.44,0.0,0.09,0.9,0.0,0.89,0.42,0.4,1.0
jmri.csv,0.77,0.9,0.99,0.76,0.3,0.5,0.5,0.31,0.06,0.75,0.17,0.94,0.8,0.59,0.71
kdenlive.csv,0.99,0.91,0.53,0.45,0.39,0.4,0.55,0.35,0.09,0.82,0.16,0.9,1.0,0.64,0.7
mia.csv,0.8,0.92,0.61,0.0,0.26,1.0,0.32,0.57,1.0,0.7,0.0,1.0,0.72,0.46,0.6
ontopia.csv,0.67,0.96,0.46,0.69,0.29,0.5,0.66,0.29,0.08,0.97,0.11,0.86,0.97,0.6,0.73
opentibia.csv,0.66,1.0,0.44,0.6,0.27,0.86,0.58,0.28,0.1,0.88,0.11,0.91,0.86,0.61,0.64
runuomondains.csv,0.67,0.72,0.7,0.67,0.0,0.4,0.5,0.0,0.33,0.83,1.0,1.0,0.3,0.71,0.6
somap.csv,0.66,0.87,0.48,0.6,0.35,0.69,0.49,0.31,0.09,0.84,0.12,1.0,0.87,0.68,0.63
taverna.csv,0.71,1.0,0.39,0.81,1.0,1.0,0.57,0.43,0.0,0.78,0.09,0.88,1.0,0.56,1.0
tigermud.csv,0.63,0.88,0.47,0.59,0.39,0.93,0.56,0.3,0.07,0.85,0.12,0.93,0.86,0.92,0.61
x-ray-mule.csv,0.62,1.0,0.5,1.0,0.16,1.0,0.25,0.0,0.05,0.94,0.0,0.83,1.0,0.67,0.5
