,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,1.0,0.89,0.65,0.31,0.72,0.1,0.46,0.28,0.73,0.91,0.62,0.17,0.21,0.08,0.73,0.89
calcubetimer.csv,0.83,0.89,0.53,0.36,0.75,0.12,0.44,0.31,0.73,1.0,0.58,0.22,0.14,0.08,0.54,0.9
chaosrts.csv,0.84,0.89,0.54,0.35,0.77,0.15,0.5,0.35,0.73,0.95,0.7,0.18,0.14,0.07,0.67,1.0
dxengine.csv,0.93,1.0,1.0,1.0,0.75,0.42,1.0,0.3,0.6,1.0,0.55,0.0,0.14,0.25,0.71,0.91
freedom-erp.csv,0.5,0.0,0.0,0.0,0.85,0.0,0.0,0.14,0.0,1.0,0.99,0.25,0.33,0.0,0.0,0.75
joustsim.csv,0.93,0.82,0.55,0.43,0.5,0.4,0.71,0.55,0.68,1.0,0.61,1.0,0.29,0.05,0.7,0.94
jsidplay2.csv,0.83,0.85,0.38,0.38,0.98,0.19,0.42,0.3,0.76,0.96,0.62,0.21,0.1,0.08,0.52,0.86
madman.csv,0.75,1.0,0.5,0.5,0.0,0.43,1.0,0.3,0.88,1.0,0.62,0.0,1.0,0.0,0.6,1.0
mclient-mume.csv,0.94,0.91,1.0,0.43,0.78,0.29,0.53,0.71,0.77,1.0,0.68,0.2,0.26,0.04,0.52,0.85
primefaces.csv,0.84,0.84,0.49,0.34,0.69,0.09,0.5,0.52,0.7,0.9,0.07,0.09,0.18,0.08,0.93,0.91
reaper3d.csv,1.0,1.0,0.0,0.5,0.5,0.33,0.22,0.25,0.33,0.82,0.0,0.16,0.0,1.0,0.68,0.0
sblim.csv,1.0,1.0,0.0,0.0,0.75,1.0,0.0,0.62,0.0,1.0,0.87,0.0,0.0,0.0,0.5,0.82
sevenupdate.csv,0.85,1.0,0.53,0.38,0.74,0.23,0.33,0.4,0.74,0.93,0.65,0.15,0.15,0.07,0.63,0.88
springside.csv,0.91,0.88,0.61,0.4,0.73,0.3,0.98,0.33,0.74,0.95,0.67,0.19,0.38,0.05,0.57,0.93
swtfox.csv,0.81,0.91,0.61,0.48,0.6,0.31,0.26,0.98,0.76,0.95,0.0,0.09,0.17,0.05,0.77,0.96
tmva.csv,0.84,0.91,0.58,0.37,0.86,0.23,0.5,0.37,0.98,0.96,0.6,0.14,0.23,0.1,0.74,0.93
