,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.55,0.83,0.35,0.87,0.94,0.81,0.64,0.76,0.7,0.65,0.36,0.95,0.86,0.85
baadengine.csv,0.29,1.19,0.91,0.64,1.0,0.72,0.97,0.81,0.92,0.75,0.97,0.99,0.88,0.5
bnetd.csv,0.8,0.75,0.7,0.71,0.75,1.0,0.35,0.74,0.85,0.63,0.94,0.8,0.58,0.87
impala.csv,0.96,0.93,0.49,0.55,0.88,0.88,0.71,0.98,1.0,0.93,0.92,0.51,0.46,0.86
jaxen.csv,0.96,0.54,0.71,0.86,0.55,0.1,0.71,0.79,0.72,0.81,0.93,0.75,0.68,0.83
jgameai.csv,1.0,0.99,1.0,0.52,0.95,1.0,0.97,0.94,0.9,1.01,1.0,1.0,1.02,1.0
jparsec.csv,0.62,1.21,0.64,0.78,0.97,0.77,0.97,0.65,0.85,0.82,1.0,0.78,0.88,0.35
motu.csv,0.68,1.02,0.88,0.87,0.97,0.94,0.51,0.9,0.75,0.4,0.81,0.82,0.5,0.97
vars-redux.csv,0.78,1.1,0.48,0.73,0.49,0.5,0.48,0.45,0.69,0.62,0.62,0.68,0.53,0.56
werx.csv,0.99,0.04,1.0,1.0,1.0,0.83,0.92,0.91,1.0,0.96,1.0,0.96,0.99,1.0
wishmaster.csv,0.91,0.78,1.03,1.0,1.0,0.65,0.72,0.83,0.45,0.92,0.82,0.68,0.31,0.8
xreal.csv,0.94,0.9,1.03,0.86,0.97,1.0,0.88,0.92,1.0,0.93,1.01,0.56,0.01,0.96
zealos.csv,0.83,0.93,1.01,0.85,0.45,1.0,0.95,0.95,1.0,1.0,0.66,1.0,0.64,0.84
