,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.42,0.0,0.0,0.31,0.0,0.66,0.25,0.0,0.0,0.37,0.76,0.0,0.68,0.23
codeblocks.csv,0.39,0.44,0.39,0.29,0.44,0.6,0.3,0.69,0.0,0.49,0.22,0.47,0.72,0.75
ctrlr.csv,0.19,0.33,0.0,0.53,0.32,0.17,0.22,0.07,0.43,0.22,0.33,0.72,0.0,0.16
dvt.csv,0.61,0.5,0.49,0.31,0.11,0.39,0.68,0.66,0.0,0.2,0.63,0.68,0.0,0.51
flylinkdc.csv,0.71,0.5,0.23,0.52,0.52,0.68,0.32,0.38,0.45,0.47,0.53,0.52,0.0,0.43
kowari.csv,0.28,0.28,0.04,0.43,0.25,0.47,0.17,0.39,0.59,0.49,0.34,0.5,0.73,0.47
ldview.csv,0.09,0.55,0.0,0.61,0.0,0.09,0.48,0.37,0.23,0.67,0.51,0.22,0.39,0.0
maidsafe-dht.csv,0.31,0.3,0.65,0.48,0.44,0.77,0.46,0.45,0.67,0.38,0.28,0.38,0.54,0.41
n2cms.csv,0.6,0.57,0.65,0.74,0.32,0.68,0.56,0.41,0.64,0.54,0.67,0.22,0.63,0.46
nuttx.csv,0.57,0.22,0.18,0.12,0.67,0.41,0.09,0.59,0.24,0.46,0.33,0.28,0.88,0.41
rtb-team.csv,0.17,0.3,0.0,0.59,0.0,0.33,0.28,0.04,0.82,0.0,0.55,0.06,0.33,0.06
super-tux.csv,0.3,0.38,0.64,0.37,0.13,0.7,0.35,0.45,0.38,0.48,0.58,0.42,0.69,0.92
vdsf.csv,0.48,0.62,0.41,0.58,0.19,0.39,0.52,0.5,0.0,0.62,0.38,0.48,0.17,0.51
xbrlapi.csv,0.17,0.7,0.0,0.43,0.01,0.09,0.3,0.04,0.49,0.17,0.37,0.12,0.16,0.0
