,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.74,0.66,0.39,0.32,0.25
empyrean.csv,0.74,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.74,0.57,0.45,0.46,0.57
nutz.csv,0.54,0.46,0.62,0.57,0.61
yafdotnet.csv,0.39,0.64,0.56,0.67,0.37
