,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.55,0.65,0.0,0.33,0.59,0.78,0.54,0.62
chaperon.csv,0.43,0.33,0.67,0.47,0.33,0.48,0.21,0.32
forester-atv.csv,0.76,0.03,0.5,0.1,0.54,0.1,0.0,0.45
gephex.csv,0.25,0.72,0.04,0.46,0.77,0.75,0.68,0.76
pokenetonline.csv,0.57,0.69,0.15,0.48,0.79,0.78,0.69,0.83
primefaces.csv,0.55,0.72,0.21,0.46,0.83,0.78,0.78,0.71
rcp-company-uibindings.csv,0.61,0.45,0.21,0.47,0.41,0.63,0.59,0.93
yarp0.csv,0.57,0.42,0.22,0.57,0.48,0.58,0.5,0.58
