,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.88,0.69,0.64,0.39,0.85
kmess.csv,0.8,0.55,0.93,1.0,0.5
minig.csv,0.97,0.77,0.45,0.91,0.97
rezilla.csv,0.44,0.85,0.74,0.96,0.74
webdriver.csv,0.8,0.42,0.69,0.63,0.57
