,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.48,0.39,0.98,0.0,0.0,0.11,0.14,0.05,0.0
avisynth2.csv,0.0,0.0,0.0,0.0,1.0,0.01,0.08,0.0,0.0
les-indemodables.csv,0.36,0.33,0.2,0.54,0.0,0.51,0.95,0.37,0.33
lportal.csv,0.44,0.39,0.73,0.06,0.0,0.84,0.22,0.32,0.04
mbse.csv,0.68,0.41,0.48,0.94,0.33,0.49,0.38,0.47,0.36
mplayer-ce.csv,0.88,0.83,0.91,0.71,0.67,0.66,0.81,0.8,0.96
simplewebservices.csv,0.56,0.72,0.82,0.75,0.33,0.58,0.32,0.98,0.55
vapor.csv,0.88,0.02,0.02,0.06,0.0,0.04,0.14,0.06,0.05
zscreen.csv,0.68,1.0,1.0,0.98,1.0,0.99,0.92,0.99,1.0
