,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.33,0.23,0.13,0.46,0.18,0.3,1.0,0.08,0.52,0.7,0.2,0.84,0.54,0.13,0.48,0.27,0.67,0.98,0.45
aubit4gl.csv,0.26,0.17,0.11,0.33,0.14,0.27,0.59,0.0,1.0,0.67,0.11,0.89,0.46,0.11,0.11,0.2,0.52,0.96,0.44
ipfilter.csv,0.23,0.15,0.13,0.31,0.15,0.23,0.49,0.0,0.53,0.61,0.17,0.82,0.48,0.14,0.45,0.28,1.0,0.95,0.4
jmol.csv,0.28,0.13,0.1,0.4,0.15,0.23,0.62,0.08,0.53,0.6,0.13,0.99,0.53,0.13,0.41,0.24,0.65,0.96,0.37
liferea.csv,0.41,0.0,0.0,0.6,0.3,1.0,1.0,0.4,0.59,0.76,0.16,0.95,0.53,0.18,0.71,0.25,0.7,0.97,0.6
miranda-icq.csv,0.32,0.06,0.0,0.5,0.14,0.36,0.8,0.0,0.5,0.33,0.13,0.89,0.45,0.14,0.59,0.98,0.93,0.92,1.0
moving-pictures.csv,0.35,0.2,0.12,0.41,0.21,0.36,0.85,0.1,0.52,0.6,0.2,0.84,0.48,0.17,1.0,0.26,0.82,0.98,0.34
opensim4opencog.csv,0.5,0.11,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.5,0.0,0.67,0.0,0.0,1.0,0.0
pclasses.csv,0.38,1.0,0.0,0.43,0.0,0.67,0.0,0.29,0.61,0.71,0.17,0.81,0.8,0.0,0.6,0.0,1.0,1.0,0.36
pfaedit.csv,0.36,0.2,0.11,0.46,0.18,0.26,0.8,0.12,0.6,1.0,0.14,0.9,0.49,0.13,0.45,0.31,0.71,0.97,0.56
plearn.csv,0.98,0.19,0.0,0.33,0.31,0.17,0.45,0.09,0.56,0.5,0.28,0.85,0.54,0.16,0.44,0.22,0.64,0.94,0.24
psrchive.csv,0.5,0.29,0.0,0.37,1.0,0.17,0.33,0.09,0.57,0.83,0.5,0.95,0.67,0.2,0.5,0.22,0.7,0.95,0.33
re2c.csv,0.39,0.22,1.0,0.32,0.19,0.08,0.5,0.07,0.61,0.33,0.26,0.79,0.57,0.25,0.56,0.2,0.74,0.94,0.33
rockbox.csv,0.33,0.17,0.14,0.5,0.16,0.25,0.9,0.12,0.6,0.75,0.16,0.79,0.52,0.14,0.49,0.29,0.79,0.97,1.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tktoolkit.csv,0.33,0.1,0.09,0.27,0.19,0.13,0.49,0.11,0.54,0.6,0.12,0.84,0.62,1.0,0.57,0.23,0.82,0.9,0.48
tzod.csv,0.37,0.17,0.11,1.0,0.24,0.24,0.56,0.0,0.54,0.61,0.16,0.82,0.56,0.11,0.25,0.29,0.7,0.95,0.4
yaprm.csv,0.42,0.11,0.11,0.33,0.38,0.6,0.88,0.08,0.64,0.7,0.38,0.93,0.97,0.22,0.75,0.11,0.6,1.0,0.45
zemljanka.csv,0.29,0.17,0.11,0.36,0.16,0.23,0.58,0.06,0.53,0.61,0.12,0.79,0.5,0.13,0.47,0.26,0.71,1.0,0.38
