,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,2.0,4.0,0.0,2.0,19.0,2.0,0.0,36.0,1.0,5.0,5.0,0.0,1.0,11.0,5.0,8.0,4.0,0.0,5.0
aubit4gl.csv,3.0,9.0,0.0,10.0,3.0,1.0,0.0,52.0,0.0,5.0,11.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0
ipfilter.csv,5.0,1.0,0.0,4.0,3.0,6.0,0.0,52.0,2.0,0.0,11.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,11.0
jmol.csv,1.0,1.0,0.0,2.0,3.0,6.0,0.0,32.0,2.0,0.0,14.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,7.0
liferea.csv,8.0,66.0,56.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,16.0,0.0,0.0,0.0
miranda-icq.csv,1.0,15.0,56.0,1.0,12.0,0.0,1.0,52.0,1.0,3.0,12.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
moving-pictures.csv,19.0,8.0,0.0,5.0,5.0,2.0,0.0,26.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,14.0
opensim4opencog.csv,1.0,1.0,56.0,0.0,0.0,56.0,69.0,52.0,101.0,88.0,0.0,1.0,0.0,177.0,1.0,201.0,64.0,0.0,50.0
pclasses.csv,1.0,0.0,56.0,6.0,88.0,1.0,69.0,5.0,1.0,0.0,5.0,1.0,0.0,177.0,0.0,201.0,0.0,0.0,11.0
pfaedit.csv,5.0,2.0,1.0,2.0,16.0,3.0,0.0,13.0,1.0,0.0,6.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0
plearn.csv,0.0,6.0,56.0,3.0,3.0,7.0,1.0,30.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,13.0
psrchive.csv,5.0,0.0,56.0,3.0,0.0,6.0,1.0,20.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,6.0
re2c.csv,8.0,7.0,0.0,9.0,4.0,6.0,2.0,24.0,2.0,1.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,13.0
rockbox.csv,5.0,3.0,1.0,1.0,19.0,1.0,0.0,20.0,0.0,2.0,15.0,2.0,0.0,16.0,4.0,4.0,1.0,0.0,0.0
theresa.csv,204.0,66.0,56.0,74.0,88.0,56.0,69.0,0.0,101.0,88.0,187.0,123.0,0.0,177.0,58.0,201.0,64.0,210.0,50.0
tktoolkit.csv,3.0,1.0,1.0,12.0,4.0,12.0,0.0,23.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
tzod.csv,0.0,4.0,4.0,0.0,8.0,5.0,0.0,52.0,1.0,1.0,22.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,2.0
yaprm.csv,8.0,3.0,0.0,7.0,1.0,1.0,1.0,12.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,4.0
zemljanka.csv,3.0,1.0,0.0,4.0,4.0,6.0,0.0,49.0,2.0,1.0,12.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,14.0
