,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.46,0.34,0.22,0.58,0.29,0.46,1.0,0.14,0.61,0.78,0.31,0.82,0.65,0.2,0.56,0.4,0.61,0.81,0.54
aubit4gl.csv,0.35,0.21,0.18,0.39,0.22,0.37,0.57,0.0,0.98,0.61,0.16,0.54,0.49,0.17,0.05,0.25,0.33,0.48,0.4
ipfilter.csv,0.33,0.24,0.23,0.35,0.24,0.36,0.53,0.0,0.65,0.73,0.29,0.84,0.55,0.25,0.56,0.42,1.0,0.79,0.52
jmol.csv,0.4,0.2,0.18,0.54,0.25,0.37,0.75,0.15,0.65,0.73,0.22,1.0,0.69,0.23,0.53,0.38,0.68,0.95,0.48
liferea.csv,0.33,0.0,0.0,0.43,0.25,1.0,0.29,0.5,0.51,0.69,0.2,0.55,0.31,0.25,0.29,0.19,0.25,0.49,0.25
miranda-icq.csv,0.21,0.07,0.0,0.18,0.17,0.37,0.31,0.0,0.37,0.07,0.22,0.47,0.21,0.22,0.44,0.97,0.43,0.46,0.19
moving-pictures.csv,0.42,0.29,0.2,0.52,0.33,0.33,0.56,0.18,0.56,0.64,0.24,0.51,0.54,0.26,1.0,0.32,0.75,0.64,0.46
opensim4opencog.csv,0.06,0.1,0.0,0.07,0.24,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.21,0.0,0.13,0.0,0.0,0.02,0.0
pclasses.csv,0.09,1.0,0.0,0.29,0.0,0.25,0.0,0.4,0.45,0.34,0.19,0.38,0.19,0.0,0.18,0.0,0.2,0.16,0.41
pfaedit.csv,0.42,0.19,0.18,0.52,0.25,0.39,0.17,0.21,0.66,0.99,0.2,0.59,0.54,0.21,0.26,0.36,0.38,0.7,0.54
plearn.csv,0.96,0.27,0.0,0.35,0.3,0.16,0.39,0.16,0.6,0.25,0.24,0.58,0.44,0.21,0.42,0.27,0.59,0.66,0.25
psrchive.csv,0.23,0.32,0.0,0.3,0.92,0.16,0.15,0.15,0.63,0.3,0.15,0.57,0.1,0.19,0.33,0.23,0.46,0.55,0.21
re2c.csv,0.43,0.28,0.91,0.31,0.29,0.08,0.23,0.13,0.61,0.12,0.26,0.25,0.56,0.21,0.27,0.23,0.43,0.56,0.42
rockbox.csv,0.44,0.24,0.21,0.58,0.26,0.34,0.35,0.22,0.66,0.75,0.25,0.64,0.62,0.23,0.54,0.4,0.68,0.66,1.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tktoolkit.csv,0.29,0.15,0.14,0.31,0.26,0.14,0.51,0.2,0.61,0.55,0.17,0.63,0.55,0.95,0.51,0.25,0.53,0.3,0.5
tzod.csv,0.44,0.12,0.13,1.0,0.26,0.38,0.69,0.0,0.6,0.36,0.24,0.72,0.34,0.2,0.18,0.41,0.25,0.83,0.17
yaprm.csv,0.39,0.1,0.18,0.24,0.46,0.33,0.29,0.12,0.44,0.47,0.28,0.23,0.97,0.2,0.19,0.03,0.21,0.4,0.33
zemljanka.csv,0.45,0.29,0.19,0.53,0.27,0.37,0.73,0.11,0.69,0.76,0.22,0.82,0.66,0.23,0.64,0.41,0.83,1.0,0.55
