,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.65,0.55,0.63,0.57,0.7,0.68,0.0,0.74,0.81,0.61,0.5,0.72,0.71,0.72,0.75,0.71,0.81,0.46,0.59
aubit4gl.csv,0.77,0.78,0.75,0.75,0.75,0.63,0.71,1.0,0.04,0.62,0.78,0.65,0.76,0.77,1.0,0.82,0.93,0.76,0.69
ipfilter.csv,0.92,0.88,0.8,0.79,0.74,0.93,0.96,1.28,0.87,0.89,0.7,0.84,0.77,0.86,0.88,0.74,0.0,0.84,0.71
jmol.csv,0.76,0.8,0.88,0.74,0.85,1.0,0.86,0.66,0.87,0.92,0.81,0.04,0.84,0.79,1.0,0.92,0.99,0.78,0.76
liferea.csv,0.75,1.0,1.01,0.68,0.79,0.0,0.83,0.34,0.66,0.49,0.76,0.62,0.81,0.64,0.82,0.86,0.86,0.71,0.84
miranda-icq.csv,0.86,0.95,1.01,0.89,0.83,0.65,0.81,1.04,0.78,0.97,0.69,0.7,0.88,0.68,0.68,0.04,0.72,0.89,0.89
moving-pictures.csv,0.62,0.62,0.76,0.64,0.59,0.71,0.59,0.54,0.73,0.78,0.72,0.7,0.76,0.61,0.0,0.71,0.48,0.57,0.84
opensim4opencog.csv,0.97,0.92,1.0,0.96,0.86,1.0,1.0,1.0,1.0,1.01,0.17,0.95,0.87,1.0,0.93,1.0,1.0,0.99,1.0
pclasses.csv,0.95,0.0,1.0,0.8,1.0,0.85,1.0,0.35,0.69,0.79,0.8,0.8,0.89,1.0,0.9,1.0,0.89,0.92,0.73
pfaedit.csv,0.61,0.83,0.69,0.57,0.68,0.68,0.9,0.44,0.61,0.02,0.72,0.6,0.73,0.7,0.84,0.66,0.78,0.56,0.54
plearn.csv,0.07,0.66,1.0,0.76,0.72,0.88,0.88,0.62,0.68,0.87,0.79,0.65,0.7,0.74,0.76,0.78,0.87,0.83,0.89
psrchive.csv,0.85,0.66,1.0,0.78,0.14,0.88,0.94,0.54,0.68,0.82,0.91,0.6,0.95,0.83,0.78,0.82,0.75,0.76,0.86
re2c.csv,0.6,0.68,0.17,0.79,0.62,0.96,0.88,0.6,0.59,0.95,0.75,0.87,0.61,0.83,0.83,0.82,0.74,0.82,0.81
rockbox.csv,0.64,0.72,0.62,0.49,0.71,0.66,0.78,0.42,0.62,0.47,0.6,0.77,0.73,0.69,0.7,0.65,0.55,0.6,0.0
theresa.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0
tktoolkit.csv,0.78,0.92,0.78,0.84,0.67,0.9,0.92,0.48,0.73,0.72,0.77,0.66,0.59,0.09,0.63,0.8,0.64,0.93,0.59
tzod.csv,0.59,0.91,0.85,0.0,0.74,0.87,0.97,1.0,0.74,0.78,0.62,0.71,0.78,0.86,0.94,0.68,0.86,0.82,0.9
yaprm.csv,0.66,0.92,0.7,0.84,0.46,0.77,0.83,0.71,0.7,0.69,0.78,0.87,0.04,0.83,0.89,0.98,0.89,0.75,0.76
zemljanka.csv,0.99,0.98,1.0,0.98,0.99,1.0,1.0,1.0,1.0,1.0,0.98,1.01,0.95,1.0,0.97,1.0,0.95,0.11,0.97
