,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.75,1.0,0.94,0.28,0.61,0.62,0.67,0.58,0.31,0.57,0.46,0.03
gwanted.csv,0.42,0.0,0.01,0.0,0.32,1.0,0.09,0.0,0.06,0.0,0.71,0.0
ivatamasks.csv,0.35,0.0,0.49,0.0,0.46,0.25,0.38,0.51,0.38,0.46,0.43,0.29
java-gnome.csv,0.24,0.5,0.66,0.11,0.44,0.38,0.25,0.3,0.06,0.14,0.17,0.41
orc.csv,0.62,0.0,0.0,0.13,0.8,0.75,0.16,0.09,0.0,0.0,0.71,0.09
plato.csv,0.78,0.5,0.89,0.87,0.66,0.0,0.72,0.71,0.75,0.93,0.78,0.53
rodin-b-sharp.csv,0.09,0.5,0.31,0.21,0.24,0.25,0.0,0.25,0.31,0.04,0.24,0.47
tycho.csv,0.58,0.0,0.74,0.79,0.49,0.62,0.6,0.51,0.38,0.0,0.82,0.88
umber.csv,0.02,0.5,0.54,0.55,0.02,0.0,0.24,0.15,0.69,0.43,0.1,0.79
unicase.csv,0.36,0.0,0.51,0.51,0.12,0.38,0.34,0.57,0.38,0.11,0.02,0.56
vienna-add-in.csv,0.25,1.0,0.99,0.89,0.0,0.75,0.92,0.62,0.75,0.75,0.57,0.94
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.94
