,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.58,0.89,0.88,0.6,0.52,0.64,0.75,0.64,0.89,0.57,0.69,1.0
gwanted.csv,0.11,0.13,0.12,0.14,0.25,0.64,0.38,1.0,0.25,0.0,0.59,0.09
ivatamasks.csv,0.84,0.64,0.44,0.99,0.4,0.26,0.57,0.46,0.77,0.46,0.47,0.42
java-gnome.csv,0.74,0.85,0.94,0.44,0.39,0.33,0.41,0.32,1.0,0.03,0.33,0.42
orc.csv,0.11,0.17,0.94,0.02,0.49,0.81,0.05,0.11,0.0,0.0,0.45,0.05
plato.csv,0.32,0.8,0.75,0.65,0.7,0.98,0.83,0.71,0.44,0.97,0.83,0.83
rodin-b-sharp.csv,0.37,0.62,0.31,0.36,0.28,0.4,0.97,0.32,0.72,0.06,0.34,0.31
tycho.csv,0.32,0.5,0.44,0.76,0.49,0.67,0.64,0.46,0.63,1.0,0.78,0.94
umber.csv,1.0,0.43,0.31,0.6,0.06,0.19,0.58,0.25,1.0,0.26,0.18,0.45
unicase.csv,0.95,0.86,0.88,0.72,0.22,0.48,0.74,0.61,0.84,0.23,1.0,0.36
vienna-add-in.csv,0.95,1.0,0.81,0.92,0.99,0.67,0.97,0.96,0.95,0.91,0.71,0.78
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.97
