,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.0,0.0,24.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,1.0,0.0
gwanted.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0
ivatamasks.csv,11.0,0.0,44.0,0.0,1.0,0.0,1.0,29.0,0.0,0.0,1.0,0.0
java-gnome.csv,10.0,0.0,8.0,0.0,0.0,0.0,5.0,16.0,0.0,1.0,0.0,0.0
orc.csv,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,72.0,62.0,1.0,1.0
plato.csv,9.0,0.0,17.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0
rodin-b-sharp.csv,3.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0
tycho.csv,23.0,0.0,65.0,2.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0
umber.csv,0.0,0.0,63.0,1.0,1.0,0.0,1.0,12.0,0.0,2.0,0.0,1.0
unicase.csv,0.0,0.0,4.0,0.0,2.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0
vienna-add-in.csv,4.0,0.0,17.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0
