,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.36,0.43,0.41,0.4,0.7
jchassis.csv,0.0,0.0,0.98,0.0,0.0
panda3d.csv,0.61,0.55,0.73,0.25,0.5
scenemonitor.csv,0.77,0.39,0.0,0.52,0.44
xcf.csv,0.35,0.56,0.0,0.78,0.64
