,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.44,0.4,0.47,0.56,0.52,0.33,0.54,0.39,0.46
carabiner.csv,0.33,0.39,0.4,0.33,0.67,0.29,0.45,0.37,0.52
continuum-ide.csv,0.89,0.82,0.92,0.49,0.87,0.56,0.92,0.71,0.0
gtad.csv,0.67,0.86,0.63,0.71,0.55,0.47,0.88,0.67,0.73
htmlunit.csv,0.31,0.44,0.55,0.48,0.5,0.34,0.48,0.38,0.43
jsr308-langtools.csv,0.35,0.4,0.37,0.0,0.37,0.31,0.38,0.36,0.4
kaffeine.csv,0.34,0.34,0.42,0.34,0.41,0.27,0.46,0.33,0.59
stemkit.csv,0.8,0.66,0.76,0.75,0.53,0.83,0.76,0.65,0.9
taokgame.csv,0.73,0.75,0.95,0.94,0.91,0.75,0.68,0.9,0.94
