,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,2.0,0.0,5.0,14.0,2.0,51.0,0.0,7.0,0.0,124.0,2.0,0.0,0.0,0.0
calcubetimer.csv,17.0,0.0,5.0,51.0,0.0,11.0,0.0,0.0,0.0,28.0,1.0,1.0,8.0,0.0
chaosrts.csv,10.0,3.0,4.0,39.0,0.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0
chaperon.csv,4.0,78.0,1.0,105.0,0.0,0.0,0.0,147.0,0.0,4.0,2.0,0.0,0.0,1.0
dxengine.csv,7.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0
emono.csv,1.0,0.0,1.0,23.0,0.0,13.0,0.0,0.0,0.0,124.0,1.0,1.0,4.0,0.0
factor.csv,60.0,78.0,77.0,0.0,0.0,51.0,0.0,147.0,5.0,124.0,1.0,0.0,0.0,0.0
jas.csv,60.0,78.0,77.0,105.0,67.0,51.0,59.0,147.0,0.0,0.0,66.0,0.0,63.0,121.0
jmoney.csv,0.0,5.0,0.0,6.0,5.0,1.0,0.0,0.0,6.0,124.0,6.0,0.0,2.0,0.0
jmonkeyengine.csv,9.0,9.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0
matrex.csv,4.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0
primefaces.csv,17.0,1.0,5.0,30.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
roolo.csv,3.0,6.0,77.0,11.0,1.0,51.0,0.0,1.0,0.0,5.0,0.0,2.0,63.0,1.0
sblim.csv,0.0,78.0,0.0,0.0,0.0,51.0,0.0,13.0,56.0,124.0,2.0,0.0,0.0,0.0
