,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.18,0.95,0.13,0.06,0.31,0.0,0.67,0.12,0.34,0.0,0.35,0.06,0.02,0.28
calcubetimer.csv,0.27,0.67,0.0,0.36,0.0,0.63,1.0,0.76,0.44,0.73,0.58,0.49,0.06,0.0
chaosrts.csv,0.65,0.67,0.09,0.36,0.48,0.57,0.69,0.64,0.51,0.47,0.66,0.99,0.06,0.0
chaperon.csv,0.34,0.0,0.38,0.0,0.25,1.0,0.42,0.0,0.34,0.15,0.12,0.06,0.23,0.12
dxengine.csv,0.71,0.22,1.0,0.59,0.38,0.29,0.42,0.29,0.56,0.54,0.06,0.28,0.34,0.48
emono.csv,0.4,0.35,0.52,0.06,0.37,0.29,0.49,0.27,0.29,0.0,0.4,0.4,0.06,0.99
factor.csv,0.0,0.0,0.0,0.17,0.26,0.0,0.22,0.0,0.06,0.0,0.15,0.04,1.0,0.01
jas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.1,0.0,0.0
jmoney.csv,1.0,0.15,0.46,0.4,0.2,0.29,0.39,0.45,0.18,0.0,0.06,0.3,0.06,0.21
jmonkeyengine.csv,0.12,0.07,0.23,0.31,0.91,0.29,0.13,0.09,0.43,0.14,0.1,0.15,0.87,0.17
matrex.csv,0.78,0.29,0.13,0.31,0.13,0.29,0.37,1.0,0.12,0.53,0.02,0.39,0.02,0.01
primefaces.csv,0.3,0.53,0.47,0.26,0.63,0.48,0.29,0.45,0.52,0.76,0.98,0.53,0.12,0.51
roolo.csv,0.45,0.14,0.0,0.27,0.2,0.0,0.25,0.21,0.96,0.14,0.06,0.18,0.0,0.01
sblim.csv,0.06,0.0,0.09,0.96,0.07,0.0,0.06,0.01,0.0,0.0,0.02,0.05,0.67,0.01
