,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.86,0.06,0.91,0.97,0.83,1.01,0.38,0.91,0.73,1.0,0.79,0.95,0.98,0.77
calcubetimer.csv,0.93,0.63,1.0,0.95,1.0,0.67,0.0,0.56,0.86,0.59,0.72,0.84,1.06,1.0
chaosrts.csv,0.73,0.63,0.98,0.9,0.84,0.75,0.55,0.71,0.82,0.81,0.68,0.01,1.06,1.0
chaperon.csv,0.73,1.0,0.68,1.0,0.85,0.0,0.67,1.0,0.72,0.88,0.91,0.97,0.85,0.9
dxengine.csv,0.48,0.83,0.0,0.49,0.67,0.75,0.9,0.76,0.59,0.55,0.96,0.8,0.86,0.62
emono.csv,0.67,0.73,0.56,0.99,0.72,0.81,0.57,0.78,0.76,1.09,0.79,0.81,0.97,0.03
factor.csv,1.0,1.0,1.0,0.86,0.78,1.0,0.82,1.0,0.96,1.0,0.88,0.97,0.0,0.99
jas.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.0,1.0,0.92,1.0,1.0
jmoney.csv,0.0,0.88,0.61,0.67,0.88,0.76,0.66,0.61,0.88,1.0,0.98,0.81,0.98,0.83
jmonkeyengine.csv,0.93,1.01,0.82,0.75,0.11,0.77,0.89,0.94,0.71,0.89,0.93,0.88,0.39,0.86
matrex.csv,0.33,0.77,0.89,0.74,0.92,0.76,0.68,0.0,0.9,0.57,0.97,0.87,0.98,0.99
primefaces.csv,0.98,0.71,0.85,0.87,0.6,0.78,1.02,0.81,0.72,0.53,0.03,0.56,0.98,0.81
roolo.csv,0.6,0.89,1.0,0.84,0.84,1.01,0.79,0.83,0.05,0.93,0.95,0.91,1.0,0.99
sblim.csv,0.95,1.0,0.93,0.05,0.94,1.0,0.95,1.0,1.0,1.0,0.98,0.96,0.47,0.99
