,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.99,0.8,0.6,0.94,0.5,0.93,0.87,0.81,0.0,0.68,0.95,0.61
baadengine.csv,0.44,0.51,0.33,0.3,0.38,0.45,0.53,0.41,0.69,0.39,0.42,0.33
chaosrts.csv,0.41,0.42,0.4,0.32,0.29,0.41,0.45,0.43,0.44,0.39,0.4,0.37
chaperon.csv,0.98,0.92,0.91,0.69,0.71,0.75,0.89,0.86,0.79,0.97,0.67,0.86
empyrean.csv,0.76,0.51,0.54,0.76,0.69,0.75,0.75,0.82,0.88,0.56,0.49,0.74
hydrate.csv,0.61,0.91,0.52,0.31,0.31,0.8,0.5,0.5,0.83,0.45,0.45,0.39
jaxlib.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.67,0.0
joustsim.csv,0.66,0.52,0.52,0.94,0.73,0.67,0.84,0.82,0.65,0.53,0.94,0.67
loki-lib.csv,0.56,0.47,0.34,0.36,0.31,0.46,0.47,0.42,0.6,0.43,0.41,0.39
owlapi.csv,0.79,0.75,0.88,0.67,0.5,0.86,0.92,0.67,0.0,0.89,0.94,0.75
pamguard.csv,0.59,0.56,0.48,0.46,0.46,0.5,0.53,0.93,0.52,0.5,0.94,0.75
poormans.csv,0.68,0.95,0.48,0.76,0.53,0.83,0.53,0.45,0.7,0.69,0.74,0.58
