,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.25,0.04,0.91,0.19,0.0,0.5,0.16,0.45,0.03,0.38,0.14,0.33
baadengine.csv,0.99,0.43,0.82,0.68,0.0,0.5,0.64,0.91,0.31,0.74,0.67,0.79
chaosrts.csv,1.0,1.0,0.95,0.81,1.0,0.75,0.56,1.0,1.0,0.91,0.99,1.0
chaperon.csv,0.1,0.1,0.14,0.32,0.0,1.0,0.0,0.09,0.17,0.06,0.02,0.12
empyrean.csv,0.46,0.99,0.36,0.32,0.5,0.0,0.24,0.27,0.21,0.5,0.67,0.36
hydrate.csv,0.49,0.1,0.36,0.69,1.0,0.25,0.52,0.45,0.14,0.56,0.36,1.0
jaxlib.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.0,0.0,0.02,0.0
joustsim.csv,0.25,0.33,0.41,0.19,0.0,0.0,0.32,1.0,0.21,0.56,0.12,0.33
loki-lib.csv,0.7,0.71,0.95,0.63,1.0,0.25,0.68,0.91,1.0,0.85,0.71,0.85
owlapi.csv,0.2,0.04,0.05,0.05,0.0,0.25,0.96,0.09,0.0,0.24,0.11,0.12
pamguard.csv,0.68,0.72,0.68,0.97,0.0,0.0,0.88,0.09,0.69,0.79,0.12,0.39
poormans.csv,0.51,0.23,0.45,0.31,0.0,0.25,0.4,0.55,0.34,0.91,0.18,0.36
