,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.15,0.19,0.44,0.24,0.97,0.27,0.06,0.16,0.2,0.29,0.28,0.47,0.6,0.67,0.32,0.29,0.18,0.35,0.22
autofac.csv,0.46,0.81,0.66,0.93,0.68,0.47,0.71,0.62,0.4,0.63,0.77,0.63,0.72,1.0,0.59,0.43,0.47,0.89,0.61
avisynth2.csv,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dsworkbench.csv,0.49,0.42,0.98,0.48,0.1,0.23,0.65,0.38,0.4,0.26,0.44,0.5,0.53,0.67,0.52,0.43,0.59,0.27,0.33
exist.csv,0.22,0.54,0.42,0.38,0.07,0.29,0.53,0.35,0.2,0.99,0.46,0.47,0.09,0.0,0.46,0.43,0.29,0.2,0.22
forester-atv.csv,0.01,0.96,0.18,0.07,0.02,0.05,0.0,0.16,0.05,0.17,0.18,0.15,0.02,0.0,0.09,0.14,0.12,0.0,0.08
freelords.csv,0.45,0.27,0.54,0.41,0.48,0.96,0.65,0.46,0.7,0.49,0.31,0.75,0.39,0.67,0.67,0.71,0.53,0.32,0.33
gephex.csv,0.49,0.46,0.9,0.34,0.87,0.2,0.65,0.49,0.25,0.46,0.56,0.52,0.49,0.33,0.47,0.43,0.47,0.97,0.57
google-collections.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
java-gnome.csv,0.26,0.12,0.16,0.31,0.57,0.24,0.24,0.14,0.35,0.32,0.28,0.23,0.98,0.67,0.16,0.0,0.29,0.65,0.19
jpaul.csv,0.22,0.54,0.58,0.31,0.23,0.2,1.0,0.24,0.1,0.3,0.33,0.43,0.63,0.0,0.24,0.29,0.24,0.11,0.22
neodatis-odb.csv,0.26,0.54,0.34,0.28,0.28,0.2,0.24,0.95,0.25,0.25,0.26,0.2,0.6,0.0,0.3,0.86,0.24,0.15,0.26
octet.csv,0.56,0.77,0.38,0.31,0.1,0.34,0.29,0.27,0.3,0.41,0.21,0.1,0.33,0.0,0.41,0.71,0.29,0.3,0.16
personalaccess.csv,0.57,0.5,0.74,0.69,0.25,0.7,0.76,0.54,0.75,0.84,0.72,0.87,0.7,0.33,1.0,0.57,0.59,0.28,0.62
pokenetonline.csv,0.75,0.69,0.54,0.83,0.4,0.44,0.76,0.46,0.75,0.86,0.85,0.98,0.23,1.0,0.93,0.43,0.88,0.76,0.5
rcp-company-uibindings.csv,0.78,1.0,1.0,1.0,1.0,0.94,1.0,0.95,0.85,1.0,0.87,1.0,0.79,1.0,0.87,1.0,0.82,1.0,1.0
scenemonitor.csv,0.51,0.88,0.76,0.9,0.38,0.62,0.71,0.51,0.85,0.64,0.72,0.5,0.86,1.0,0.64,0.71,0.71,0.58,0.67
servicestack.csv,0.06,0.69,0.34,0.52,0.28,0.29,0.41,0.49,0.35,0.29,0.33,0.43,0.19,0.33,0.41,0.43,1.0,0.41,0.27
st-filteredstatistics.csv,0.46,0.81,0.64,0.66,0.43,0.52,1.0,0.68,0.9,0.53,0.97,0.53,0.68,0.67,0.66,0.71,0.35,0.54,0.58
