,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.29,0.2,0.21,0.33,0.67,0.23
ppcboot.csv,0.72,0.68,0.3,0.9,0.97,0.63
simplewebservices.csv,0.85,0.99,0.99,0.88,0.38,0.99
uwom.csv,0.22,0.35,0.12,0.88,0.41,0.26
wow-qrsk.csv,0.34,0.26,0.09,0.0,0.11,0.23
wxstudio.csv,0.23,0.77,0.85,0.2,0.01,0.85
