,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.81,0.74,0.89,0.63,0.59,0.89,0.04,0.73,0.67,0.79,0.85,0.98,0.54,0.93,0.6,0.59,0.85,0.72,0.65
bzbyte.csv,0.92,0.82,0.89,0.63,0.73,0.95,0.86,0.94,0.9,0.8,0.96,0.0,0.96,0.97,0.79,0.46,0.76,0.64,0.77
chrysalis.csv,0.71,0.92,0.76,0.77,0.88,0.72,0.8,0.78,0.8,0.78,0.92,0.88,0.72,0.8,1.0,0.61,0.15,0.69,0.66
dspace-gsoc.csv,0.52,0.79,0.7,0.82,0.7,0.87,0.69,0.72,0.8,0.58,0.0,0.79,0.72,0.63,0.94,0.76,0.74,0.67,0.76
fbmanager.csv,0.53,0.66,0.03,0.47,0.64,0.66,0.66,0.5,0.61,0.72,0.79,0.71,0.57,0.67,0.56,0.57,0.73,0.69,0.68
fityk.csv,0.64,0.81,0.69,0.59,0.75,0.81,0.91,0.62,0.63,0.98,0.79,0.75,0.76,0.08,0.52,0.78,0.68,1.03,0.62
fleet-simulator.csv,0.95,0.51,0.76,0.62,0.77,0.67,0.76,0.77,0.6,0.81,0.58,0.55,0.83,0.73,0.61,0.0,0.51,0.55,0.52
freenet.csv,0.96,0.65,0.79,0.7,0.02,0.78,0.7,0.53,0.56,0.63,0.85,0.7,0.68,0.66,0.72,1.01,0.81,0.21,0.56
google-caja.csv,0.47,0.59,0.57,0.55,0.63,0.72,0.63,0.04,0.7,0.54,0.71,0.65,0.57,0.69,0.55,0.31,0.46,1.08,0.49
k3b.csv,0.5,0.68,0.67,0.56,0.62,0.79,0.6,0.54,0.47,0.04,0.67,0.52,0.81,0.62,0.46,0.32,0.63,1.05,0.63
mediaportal.csv,0.94,0.87,1.0,0.85,0.88,0.72,0.76,0.85,0.82,0.97,1.0,0.88,0.19,0.93,0.78,1.0,1.0,1.11,0.95
myfaces.csv,0.98,0.72,1.0,0.9,0.94,0.69,0.88,0.95,0.08,0.88,0.76,0.86,0.9,0.69,0.86,1.0,0.94,0.57,0.93
onotoa.csv,0.86,0.69,0.75,0.53,0.79,0.06,0.76,0.73,0.88,0.75,0.82,0.63,0.67,0.74,0.84,0.19,0.87,0.53,0.84
paintown.csv,0.06,0.69,0.5,0.46,0.52,0.74,0.66,0.43,0.59,0.54,0.59,0.62,0.58,0.66,0.44,0.53,0.57,0.48,0.6
poormans.csv,0.91,0.74,0.98,0.65,0.53,0.82,0.7,0.76,0.62,0.64,0.9,0.77,0.73,0.85,0.12,1.0,0.78,1.03,0.67
sqlpower-library.csv,0.81,0.57,0.88,0.06,0.77,0.69,0.71,0.52,0.68,0.57,0.74,0.73,0.61,0.78,0.76,1.04,0.82,1.12,0.44
triplea.csv,0.53,0.0,0.57,0.73,0.74,0.62,0.65,0.69,0.65,0.77,0.6,0.75,0.69,0.67,0.62,0.19,0.46,1.03,0.61
xamj.csv,0.93,0.77,0.95,0.89,0.94,0.75,0.74,0.83,0.58,0.86,0.81,0.79,0.86,0.89,0.82,1.03,0.8,1.01,0.05
