,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.3,0.44,0.2,0.53,0.57,0.21,0.98,0.42,0.35,0.36,0.27,0.03,0.38,0.15,0.44,0.58,0.24,0.43,0.46
bzbyte.csv,0.6,0.5,0.63,0.62,0.75,0.84,0.52,0.7,0.22,0.79,0.71,1.0,0.31,0.71,0.34,0.7,0.32,0.53,0.47
chrysalis.csv,0.43,0.16,0.37,0.46,0.38,0.57,0.32,0.36,0.2,0.4,0.15,0.35,0.26,0.36,0.0,0.57,0.9,0.47,0.41
dspace-gsoc.csv,0.61,0.4,0.44,0.38,0.45,0.25,0.48,0.47,0.16,0.59,1.0,0.44,0.26,0.55,0.09,0.39,0.35,0.49,0.31
fbmanager.csv,0.59,0.51,0.99,0.76,0.68,0.56,0.48,0.72,0.3,0.46,0.34,0.6,0.37,0.54,0.39,0.61,0.23,0.47,0.41
fityk.csv,0.58,0.42,0.65,0.58,0.64,0.66,0.17,0.68,0.25,0.03,0.68,0.79,0.27,0.95,0.42,0.36,0.32,0.85,0.43
fleet-simulator.csv,0.65,0.69,0.66,0.8,0.73,0.62,0.55,0.67,0.28,0.78,0.82,0.65,0.32,0.81,0.4,1.0,0.38,0.62,0.51
freenet.csv,0.34,0.67,0.56,0.51,0.99,0.63,0.6,0.68,0.3,0.58,0.78,0.72,0.31,0.67,0.33,0.61,0.2,0.88,0.52
google-caja.csv,0.64,0.67,0.72,0.71,0.71,0.73,0.74,0.98,0.22,0.62,0.58,0.72,0.38,0.66,0.4,0.81,0.41,0.74,0.54
k3b.csv,0.64,0.59,0.64,0.8,0.72,0.52,0.63,0.72,0.36,0.99,0.68,0.68,0.34,0.71,0.47,0.82,0.3,0.81,0.46
mediaportal.csv,0.11,0.4,0.0,0.76,0.58,0.81,0.47,0.73,0.17,0.07,0.0,0.63,0.85,0.15,0.25,0.93,0.16,0.67,0.4
myfaces.csv,0.62,0.62,0.69,0.78,0.75,0.76,0.59,0.74,0.94,0.8,0.75,0.77,0.3,0.82,0.19,0.93,0.24,0.6,0.45
onotoa.csv,0.53,0.55,0.69,0.65,0.72,0.99,0.47,0.61,0.18,0.64,0.63,0.69,0.3,0.69,0.27,0.9,0.24,0.64,0.41
paintown.csv,0.97,0.55,0.67,0.72,0.72,0.7,0.51,0.75,0.3,0.67,0.65,0.76,0.38,0.6,0.48,0.64,0.35,0.68,0.51
poormans.csv,0.42,0.59,0.41,0.69,0.65,0.33,0.44,0.39,0.37,0.63,0.19,0.38,0.31,0.28,0.94,0.63,0.27,0.84,0.45
sqlpower-library.csv,0.36,0.66,0.22,0.99,0.65,0.64,0.49,0.7,0.23,0.6,0.46,0.67,0.33,0.44,0.29,0.56,0.18,0.66,0.58
triplea.csv,0.65,1.0,0.66,0.78,0.75,0.68,0.6,0.79,0.31,0.78,0.72,0.71,0.34,0.65,0.41,0.9,0.43,0.84,0.51
xamj.csv,0.65,0.74,0.63,0.82,0.74,0.76,0.71,0.78,0.3,0.73,0.4,0.81,0.29,0.7,0.34,0.78,0.23,0.94,0.97
