,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.23,0.38,0.15,0.42,0.48,0.15,0.99,0.32,0.38,0.28,0.2,0.02,0.65,0.11,0.46,0.46,0.18,0.33,0.4
bzbyte.csv,0.34,0.45,0.4,0.53,0.6,0.24,0.46,0.34,0.38,0.53,0.2,1.0,0.17,0.2,0.54,0.59,0.59,0.41,0.56
chrysalis.csv,0.41,0.11,0.3,0.38,0.32,0.45,0.26,0.27,0.25,0.32,0.1,0.28,0.41,0.29,0.0,0.46,0.87,0.36,0.42
dspace-gsoc.csv,0.55,0.34,0.39,0.3,0.37,0.18,0.46,0.37,0.38,0.5,1.0,0.35,0.48,0.47,0.11,0.28,0.3,0.38,0.37
fbmanager.csv,0.58,0.45,0.98,0.69,0.6,0.46,0.42,0.64,0.48,0.37,0.26,0.49,0.65,0.46,0.56,0.49,0.43,0.36,0.55
fityk.csv,0.6,0.37,0.62,0.48,0.54,0.49,0.13,0.58,0.51,0.02,0.53,0.59,0.52,0.93,0.63,0.26,0.38,0.0,0.57
fleet-simulator.csv,0.21,0.65,0.57,0.67,0.56,0.5,0.53,0.53,0.65,0.52,0.74,0.56,0.49,0.62,0.68,1.0,0.7,0.51,0.64
freenet.csv,0.34,0.62,0.52,0.42,0.99,0.49,0.59,0.58,0.68,0.5,0.47,0.59,0.59,0.59,0.57,0.31,0.42,0.82,0.68
google-caja.csv,0.62,0.63,0.72,0.62,0.63,0.57,0.73,0.97,0.52,0.52,0.52,0.61,0.67,0.58,0.58,0.74,0.67,0.0,0.7
k3b.csv,0.65,0.54,0.63,0.7,0.64,0.41,0.64,0.63,0.67,0.99,0.6,0.59,0.52,0.63,0.72,0.73,0.57,0.0,0.61
mediaportal.csv,0.07,0.35,0.0,0.47,0.44,0.6,0.47,0.47,0.45,0.04,0.0,0.44,0.84,0.11,0.44,0.0,0.33,0.0,0.28
myfaces.csv,0.13,0.55,0.0,0.38,0.24,0.6,0.42,0.26,0.93,0.39,0.58,0.46,0.38,0.67,0.32,0.0,0.32,0.49,0.3
onotoa.csv,0.46,0.5,0.6,0.56,0.54,0.99,0.47,0.51,0.44,0.53,0.5,0.58,0.53,0.57,0.48,0.84,0.44,0.53,0.48
paintown.csv,0.95,0.5,0.66,0.64,0.66,0.54,0.5,0.67,0.69,0.59,0.58,0.64,0.67,0.53,0.72,0.53,0.67,0.58,0.68
poormans.csv,0.4,0.53,0.35,0.59,0.58,0.24,0.41,0.3,0.45,0.55,0.13,0.29,0.58,0.21,0.9,0.31,0.26,0.0,0.38
sqlpower-library.csv,0.35,0.61,0.18,0.99,0.54,0.52,0.49,0.61,0.45,0.51,0.39,0.54,0.56,0.37,0.51,0.29,0.26,0.0,0.72
triplea.csv,0.67,1.0,0.66,0.59,0.59,0.57,0.61,0.63,0.7,0.57,0.65,0.56,0.62,0.57,0.68,0.84,0.77,0.0,0.68
xamj.csv,0.27,0.57,0.23,0.39,0.26,0.56,0.62,0.49,0.68,0.45,0.34,0.54,0.45,0.41,0.51,0.0,0.5,0.0,0.96
