,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.65,0.61,0.57,0.94,0.82,0.82,0.96,0.95,0.37,0.74,0.67,0.5,0.27,0.5,0.47,1.0,0.57,1.0,0.68
bzbyte.csv,0.46,0.54,0.51,0.77,0.69,0.81,0.45,0.7,0.13,0.72,0.62,1.0,0.19,0.63,0.22,1.0,0.19,1.0,0.32
chrysalis.csv,0.51,0.5,0.6,0.7,0.52,0.82,0.55,0.82,0.19,0.7,0.75,0.64,0.2,0.65,0.0,0.96,0.96,1.0,0.46
dspace-gsoc.csv,0.77,0.56,0.6,0.67,0.8,0.79,0.52,0.79,0.11,0.87,1.0,0.72,0.18,0.76,0.09,1.0,0.54,1.0,0.28
fbmanager.csv,0.63,0.68,1.0,0.84,0.7,0.86,0.67,0.84,0.23,0.76,0.73,0.76,0.25,0.7,0.31,0.96,0.16,1.0,0.32
fityk.csv,0.53,0.52,0.57,0.87,0.65,0.79,0.38,0.78,0.17,0.5,0.65,0.78,0.18,0.98,0.32,1.0,0.3,0.98,0.35
fleet-simulator.csv,0.49,0.72,0.55,0.79,0.67,0.84,0.49,0.73,0.18,0.72,0.75,0.86,0.2,0.72,0.27,1.0,0.25,1.0,0.42
freenet.csv,0.32,0.65,0.5,0.75,0.99,0.8,0.53,0.85,0.19,0.77,0.67,0.78,0.21,0.7,0.22,0.79,0.13,1.0,0.39
google-caja.csv,0.7,0.68,0.63,0.81,0.71,0.83,0.6,1.0,0.14,0.88,0.66,0.79,0.25,0.68,0.32,1.0,0.3,0.97,0.43
k3b.csv,0.62,0.62,0.57,0.8,0.71,0.78,0.58,0.82,0.24,0.98,0.69,0.86,0.21,0.72,0.34,0.97,0.2,0.98,0.35
mediaportal.csv,0.67,0.48,0.0,0.73,0.59,0.84,0.46,0.72,0.11,0.67,0.0,0.7,0.9,0.5,0.18,0.87,0.1,0.97,0.27
myfaces.csv,0.47,0.61,0.52,0.72,0.65,0.84,0.48,0.71,0.96,0.72,0.68,0.75,0.18,0.73,0.14,0.87,0.14,1.0,0.3
onotoa.csv,0.44,0.62,0.57,0.86,0.66,0.99,0.46,0.73,0.11,0.69,0.62,0.8,0.2,0.67,0.18,1.0,0.15,1.0,0.28
paintown.csv,1.0,0.62,0.66,0.88,0.76,0.82,0.54,0.88,0.19,0.8,0.72,0.8,0.25,0.7,0.36,0.96,0.23,1.0,0.38
poormans.csv,0.37,0.59,0.38,0.76,0.79,0.83,0.56,0.83,0.34,0.74,0.57,0.82,0.2,0.62,1.0,0.8,0.33,0.98,0.69
sqlpower-library.csv,0.4,0.69,0.42,0.98,0.65,0.83,0.5,0.84,0.16,0.84,0.65,0.76,0.24,0.62,0.19,0.77,0.15,0.97,0.47
triplea.csv,0.6,1.0,0.62,0.76,0.69,0.86,0.55,0.78,0.18,0.73,0.72,0.76,0.22,0.69,0.27,1.0,0.28,0.98,0.37
xamj.csv,0.49,0.64,0.5,0.74,0.64,0.83,0.57,0.74,0.19,0.69,0.58,0.77,0.18,0.64,0.21,0.83,0.14,0.98,1.0
