,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.95,0.5,0.86,0.56,0.46,0.91,0.43,0.77,0.98,0.95,0.89,0.5,0.41,0.88,0.67,0.5,0.86,0.75,0.75
bzbyte.csv,0.47,0.39,0.49,0.42,0.39,0.33,0.39,0.41,0.43,0.45,0.31,0.39,0.38,0.39,0.48,0.45,0.41,0.57,0.5
chrysalis.csv,0.82,0.83,0.93,0.7,0.73,0.69,0.91,0.86,0.98,0.91,0.75,0.95,0.75,0.82,0.67,0.7,0.88,0.72,0.73
dspace-gsoc.csv,0.48,0.56,0.5,0.78,0.69,0.93,0.52,0.73,0.55,0.63,0.39,0.64,0.46,0.52,0.91,0.85,0.92,0.68,0.7
fbmanager.csv,0.53,0.58,0.48,0.39,0.34,0.56,0.6,0.41,0.66,0.6,0.82,0.41,0.49,0.48,0.59,0.44,0.6,0.67,0.64
fityk.csv,0.57,0.67,0.41,0.83,0.49,0.55,0.88,0.5,0.59,0.5,0.38,0.41,0.5,0.43,0.59,0.92,0.9,0.4,0.68
fleet-simulator.csv,0.44,0.45,0.43,0.36,0.35,0.42,0.49,0.41,0.45,0.43,0.34,0.49,0.42,0.35,0.42,0.3,0.47,0.46,0.48
freenet.csv,0.64,0.41,0.48,0.54,0.43,0.45,0.39,0.48,0.51,0.6,0.33,0.43,0.48,0.45,0.5,0.5,0.58,0.37,0.57
google-caja.csv,0.46,0.35,0.35,0.36,0.34,0.34,0.33,0.35,0.52,0.47,0.38,0.35,0.42,0.39,0.45,0.35,0.58,0.42,0.46
k3b.csv,0.43,0.38,0.36,0.39,0.34,0.51,0.36,0.41,0.49,0.44,0.34,0.38,0.36,0.37,0.42,0.33,0.53,0.39,0.57
mediaportal.csv,0.83,0.65,0.0,0.47,0.52,0.45,0.57,0.44,0.66,0.67,0.0,0.55,0.94,0.88,0.69,0.34,0.6,0.52,0.53
myfaces.csv,0.45,0.45,0.43,0.44,0.39,0.5,0.39,0.4,0.98,0.41,0.36,0.43,0.41,0.38,0.77,0.34,0.52,0.6,0.5
onotoa.csv,0.51,0.42,0.45,0.39,0.44,0.39,0.54,0.5,0.54,0.53,0.41,0.52,0.57,0.41,0.58,0.34,0.56,0.52,0.58
paintown.csv,0.52,0.42,0.37,0.44,0.36,0.35,0.5,0.4,0.44,0.39,0.38,0.35,0.38,0.39,0.47,0.44,0.52,0.33,0.5
poormans.csv,0.63,0.44,0.65,0.47,0.42,0.72,0.67,0.67,0.73,0.7,0.86,0.71,0.5,0.92,0.77,0.6,0.94,0.43,0.76
sqlpower-library.csv,0.69,0.41,0.92,0.43,0.45,0.49,0.5,0.45,0.62,0.56,0.55,0.44,0.62,0.75,0.58,0.58,0.72,0.47,0.54
triplea.csv,0.49,0.41,0.46,0.37,0.34,0.43,0.42,0.35,0.44,0.42,0.42,0.44,0.43,0.49,0.43,0.32,0.48,0.36,0.48
xamj.csv,0.45,0.36,0.48,0.4,0.37,0.43,0.35,0.37,0.55,0.48,0.68,0.35,0.44,0.42,0.53,0.44,0.59,0.34,0.66
