,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.39,0.95,0.67,0.07,0.32,0.26,0.26
libtorrent.csv,0.74,0.59,0.96,0.73,0.91,0.99,0.85
mcmc-jags.csv,0.61,0.32,0.33,1.0,0.5,0.43,0.74
olap-navigator.csv,1.0,0.59,0.93,0.67,0.77,0.79,0.83
pidgin.csv,0.48,0.68,0.81,0.4,0.99,0.57,0.57
sepgsql.csv,0.2,0.14,0.96,0.2,0.28,0.05,0.09
xstore.csv,0.52,0.41,0.93,0.53,0.71,0.51,0.98
