,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.52,0.98,0.08,0.1,0.46,0.38,0.35
libtorrent.csv,0.71,0.44,0.1,0.52,0.83,0.99,0.7
mcmc-jags.csv,0.7,0.3,0.09,1.0,0.63,0.58,0.67
olap-navigator.csv,1.0,0.51,0.15,0.54,0.79,0.86,0.67
pidgin.csv,0.61,0.55,0.12,0.33,0.99,0.7,0.58
sepgsql.csv,0.3,0.19,0.93,0.33,0.41,0.1,0.15
xstore.csv,0.63,0.37,0.14,0.59,0.76,0.66,0.99
