,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.68,0.05,0.77,0.94,0.7,0.87,0.78
libtorrent.csv,0.82,0.9,0.8,0.47,0.75,0.01,0.68
mcmc-jags.csv,0.49,0.89,0.73,0.0,0.55,0.63,0.6
olap-navigator.csv,0.0,0.67,0.49,0.44,0.52,0.39,0.75
pidgin.csv,0.56,0.68,0.62,0.7,0.02,0.55,0.62
sepgsql.csv,0.86,0.89,0.04,0.8,0.74,0.95,0.91
xstore.csv,0.58,0.84,0.57,0.48,0.46,0.52,0.02
