,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.48,0.33,0.36,0.11,0.25,0.36,0.1,0.91,0.38,0.21
ivatamasks.csv,0.8,0.62,0.62,0.99,0.52,0.2,0.49,0.48,0.59,0.54
orc.csv,0.13,0.07,0.9,0.12,0.34,0.0,0.13,0.17,0.46,0.16
plato.csv,0.19,0.0,0.29,0.41,0.42,0.96,0.63,0.56,0.39,0.52
rodin-b-sharp.csv,0.0,0.52,0.29,0.52,0.07,0.38,0.93,0.21,0.22,0.09
umber.csv,1.0,0.29,0.53,0.61,0.31,0.14,0.3,0.33,0.13,0.33
unicase.csv,0.76,0.93,0.73,0.48,0.36,0.62,0.65,0.68,0.99,0.48
uwom.csv,0.61,0.62,0.58,0.52,0.54,0.54,0.43,0.5,0.36,0.96
vienna-add-in.csv,0.83,0.0,0.09,0.0,1.0,0.56,0.3,0.0,0.61,0.0
wpdev.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.21
