,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.32,0.71,0.5,0.21,0.79,0.67,0.61
firebird.csv,0.18,0.67,0.63,0.13,0.84,0.74,0.64
kmatplot.csv,0.4,0.5,0.0,0.13,0.69,0.52,0.53
mscore.csv,0.24,0.63,0.63,0.22,0.76,0.66,0.53
openmalaria.csv,0.26,0.57,0.73,0.14,0.69,0.7,0.57
popeye-chess.csv,0.25,0.6,0.72,0.42,0.73,0.69,0.61
riff-evolve.csv,0.31,0.73,0.7,0.19,0.87,0.75,0.73
